"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990608_003.tif","Page","Page 3","3","ark:/21198/z18t3xx2","ark:/21198/z1260sgc","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1260sgc"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990609_001.tif","Page","Page 1","1","ark:/21198/z152367w","ark:/21198/z1xf08x5","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xf08x5"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990609_002.tif","Page","Page 2","2","ark:/21198/z152367w","ark:/21198/z1sn9j5v","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn9j5v"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990609_003.tif","Page","Page 3","3","ark:/21198/z152367w","ark:/21198/z1nw8sdp","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw8sdp"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990610_001.tif","Page","Page 1","1","ark:/21198/z1192fjm","ark:/21198/z1j481rj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j481rj"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990610_002.tif","Page","Page 2","2","ark:/21198/z1192fjm","ark:/21198/z1dg60cn","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dg60cn"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990610_003.tif","Page","Page 3","3","ark:/21198/z1192fjm","ark:/21198/z18q57r8","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18q57r8"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990612_001.tif","Page","Page 1","1","ark:/21198/z1wj1z2b","ark:/21198/z14z4h1z","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14z4h1z"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990612_002.tif","Page","Page 2","2","ark:/21198/z1wj1z2b","ark:/21198/z1163r83","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1163r83"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990612_003.tif","Page","Page 3","3","ark:/21198/z1wj1z2b","ark:/21198/z1wf37qw","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wf37qw"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990613_001.tif","Page","Page 1","1","ark:/21198/z1rs167n","ark:/21198/z1rp2h11","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rp2h11"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990613_002.tif","Page","Page 2","2","ark:/21198/z1rs167n","ark:/21198/z1mx1rc6","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mx1rc6"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990613_003.tif","Page","Page 3","3","ark:/21198/z1rs167n","ark:/21198/z1h79q02","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h79q02"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990614_001.tif","Page","Page 1","1","ark:/21198/z1n10fh7","ark:/21198/z1cg8zcp","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg8zcp"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990614_002.tif","Page","Page 2","2","ark:/21198/z1n10fh7","ark:/21198/z17q86q7","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q86q7"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990614_003.tif","Page","Page 3","3","ark:/21198/z1n10fh7","ark:/21198/z13z7fxm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z7fxm"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990615_001.tif","Page","Page 1","1","ark:/21198/z1h79ptd","ark:/21198/z1066q4q","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1066q4q"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990615_002.tif","Page","Page 2","2","ark:/21198/z1h79ptd","ark:/21198/z1vf66mz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf66mz"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990615_003.tif","Page","Page 3","3","ark:/21198/z1h79ptd","ark:/21198/z1qp5g00","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qp5g00"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990616_001.tif","Page","Page 1","1","ark:/21198/z1ck7nfh","ark:/21198/z1m13dnf","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m13dnf"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990616_002.tif","Page","Page 2","2","ark:/21198/z1ck7nfh","ark:/21198/z1g82nz5","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g82nz5"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990616_003.tif","Page","Page 3","3","ark:/21198/z1ck7nfh","ark:/21198/z1bh1x89","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bh1x89"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990617_001.tif","Page","Page 1","1","ark:/21198/z17t6wr7","ark:/21198/z16r15fm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16r15fm"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990617_002.tif","Page","Page 2","2","ark:/21198/z17t6wr7","ark:/21198/z1300dpr","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1300dpr"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990617_003.tif","Page","Page 3","3","ark:/21198/z17t6wr7","ark:/21198/z1z69x6x","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z69x6x"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990620_001.tif","Page","Page 1","1","ark:/21198/z142653h","ark:/21198/z1tf95jg","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf95jg"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990620_002.tif","Page","Page 2","2","ark:/21198/z142653h","ark:/21198/z1ps7444","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps7444"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990620_003.tif","Page","Page 3","3","ark:/21198/z142653h","ark:/21198/z1k16ch2","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k16ch2"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990621_001.tif","Page","Page 1","1","ark:/21198/z1095dcs","ark:/21198/z1f85msb","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f85msb"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990621_002.tif","Page","Page 2","2","ark:/21198/z1095dcs","ark:/21198/z19h4w1k","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19h4w1k"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990621_003.tif","Page","Page 3","3","ark:/21198/z1095dcs","ark:/21198/z15r447b","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15r447b"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990622_001.tif","Page","Page 1","1","ark:/21198/z1vj4ww3","ark:/21198/z1203ckt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1203ckt"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990622_002.tif","Page","Page 2","2","ark:/21198/z1vj4ww3","ark:/21198/z1x72w5f","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x72w5f"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990622_003.tif","Page","Page 3","3","ark:/21198/z1vj4ww3","ark:/21198/z1sk0ts4","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sk0ts4"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990623_001.tif","Page","Page 1","1","ark:/21198/z1qs454q","ark:/21198/z1nt0360","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nt0360"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990623_002.tif","Page","Page 2","2","ark:/21198/z1qs454q","ark:/21198/z1j19bg1","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j19bg1"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990623_003.tif","Page","Page 3","3","ark:/21198/z1qs454q","ark:/21198/z1d88knz","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d88knz"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990624_001.tif","Page","Page 1","1","ark:/21198/z1m13dg6","ark:/21198/z18h7tws","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h7tws"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990624_002.tif","Page","Page 2","2","ark:/21198/z1m13dg6","ark:/21198/z14r735v","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14r735v"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990624_003.tif","Page","Page 3","3","ark:/21198/z1m13dg6","ark:/21198/z1106bjs","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1106bjs"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990625_001.tif","Page","Page 1","1","ark:/21198/z1gc1c2v","ark:/21198/z1wb4jdx","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wb4jdx"
"Masters/othermasters/DEPlalucha/images/ihc_lalucha_microfilm/ihc_lalucha_microfilm_18990625_002.tif","Page","Page 2","2","ark:/21198/z1gc1c2v","ark:/21198/z1rk3sqn","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rk3sqn"
