File Name,Object Type,Title,Item Sequence,Issue Sequence,Parent ARK,Issue ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890905_001.tif,Page,Page 1,48,1,ark:/21198/z1f54zmt,ark:/21198/z1rj77xw,ark:/21198/z18d2m4h,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d2m4h,1889,1889-09-05 (vol. 01 | no. 70)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890905_002.tif,Page,Page 2,49,2,ark:/21198/z1f54zmt,ark:/21198/z1rj77xw,ark:/21198/z14n1vgp,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n1vgp,1889,1889-09-05 (vol. 01 | no. 70)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890906_001.tif,Page,Page 1,50,1,ark:/21198/z1f54zmt,ark:/21198/z1ms6h71,ark:/21198/z10w13pf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w13pf,1889,1889-09-06 (vol. 01 | no. 71)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890906_002.tif,Page,Page 2,51,2,ark:/21198/z1f54zmt,ark:/21198/z1ms6h71,ark:/21198/z1w40m7x,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40m7x,1889,1889-09-06 (vol. 01 | no. 71)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890907_001.tif,Page,Page 1,52,1,ark:/21198/z1f54zmt,ark:/21198/z1h15rfq,ark:/21198/z1rb9vg6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb9vg6,1889,1889-09-07 (vol. 01 | no. 72)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890907_002.tif,Page,Page 2,53,2,ark:/21198/z1f54zmt,ark:/21198/z1h15rfq,ark:/21198/z1mp7t6n,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mp7t6n,1889,1889-09-07 (vol. 01 | no. 72)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890907_003.tif,Page,Page 3,54,3,ark:/21198/z1f54zmt,ark:/21198/z1h15rfq,ark:/21198/z1gx72g9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx72g9,1889,1889-09-07 (vol. 01 | no. 72)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890909_001.tif,Page,Page 1,55,1,ark:/21198/z1f54zmt,ark:/21198/z1c850rt,ark:/21198/z1c569rw,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c569rw,1889,1889-09-09 (vol. 01 | no. 73)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890909_002.tif,Page,Page 2,56,2,ark:/21198/z1f54zmt,ark:/21198/z1c850rt,ark:/21198/z17d5k3g,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d5k3g,1889,1889-09-09 (vol. 01 | no. 73)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890910_001.tif,Page,Page 1,57,1,ark:/21198/z1f54zmt,ark:/21198/z17m2zd0,ark:/21198/z13n4tb9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4tb9,1889,1889-09-10 (vol. 01 | no. 74)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890910_002.tif,Page,Page 2,58,2,ark:/21198/z1f54zmt,ark:/21198/z17m2zd0,ark:/21198/z1zw49v0,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw49v0,1889,1889-09-10 (vol. 01 | no. 74)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890911_001.tif,Page,Page 1,59,1,ark:/21198/z1f54zmt,ark:/21198/z13v26n6,ark:/21198/z1v43k3j,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43k3j,1889,1889-09-11 (vol. 01 | no. 75)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890911_002.tif,Page,Page 2,60,2,ark:/21198/z1f54zmt,ark:/21198/z13v26n6,ark:/21198/z1qg1htk,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg1htk,1889,1889-09-11 (vol. 01 | no. 75)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890912_001.tif,Page,Page 1,61,1,ark:/21198/z1f54zmt,ark:/21198/z1031fxs,ark:/21198/z1kq0s2t,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kq0s2t,1889,1889-09-12 (vol. 01 | no. 76)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890912_002.tif,Page,Page 2,62,2,ark:/21198/z1f54zmt,ark:/21198/z1031fxs,ark:/21198/z1fz01cx,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fz01cx,1889,1889-09-12 (vol. 01 | no. 76)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890913_001.tif,Page,Page 1,63,1,ark:/21198/z1f54zmt,ark:/21198/z1vb0zhd,ark:/21198/z1b598nz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b598nz,1889,1889-09-13 (vol. 01 | no. 77)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890913_002.tif,Page,Page 2,64,2,ark:/21198/z1f54zmt,ark:/21198/z1vb0zhd,ark:/21198/z16d8hx7,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d8hx7,1889,1889-09-13 (vol. 01 | no. 77)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890914_001.tif,Page,Page 1,65,1,ark:/21198/z1f54zmt,ark:/21198/z1qk06q5,ark:/21198/z12n7s5g,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7s5g,1889,1889-09-14 (vol. 01 | no. 78)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890914_002.tif,Page,Page 2,66,2,ark:/21198/z1f54zmt,ark:/21198/z1qk06q5,ark:/21198/z1xw78p5,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw78p5,1889,1889-09-14 (vol. 01 | no. 78)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890916_001.tif,Page,Page 1,67,1,ark:/21198/z1f54zmt,ark:/21198/z1ks9g09,ark:/21198/z1t757b1,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t757b1,1889,1889-09-16 (vol. 01 | no. 79)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890916_002.tif,Page,Page 2,68,2,ark:/21198/z1f54zmt,ark:/21198/z1ks9g09,ark:/21198/z1pg4gkv,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg4gkv,1889,1889-09-16 (vol. 01 | no. 79)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890917_001.tif,Page,Page 1,69,1,ark:/21198/z1f54zmt,ark:/21198/z1g18q8w,ark:/21198/z1jq3qwk,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq3qwk,1889,1889-09-17 (vol. 01 | no. 80)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890917_002.tif,Page,Page 2,70,2,ark:/21198/z1f54zmt,ark:/21198/z1g18q8w,ark:/21198/z1dz307j,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz307j,1889,1889-09-17 (vol. 01 | no. 80)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890918_001.tif,Page,Page 1,71,1,ark:/21198/z1f54zmt,ark:/21198/z1bc6p0b,ark:/21198/z19627f7,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19627f7,1889,1889-09-18 (vol. 01 | no. 81)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890918_002.tif,Page,Page 2,72,2,ark:/21198/z1f54zmt,ark:/21198/z1bc6p0b,ark:/21198/z15f1grz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f1grz,1889,1889-09-18 (vol. 01 | no. 81)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890919_001.tif,Page,Page 1,73,1,ark:/21198/z1f54zmt,ark:/21198/z16m5x8m,ark:/21198/z11p0r06,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0r06,1889,1889-09-19 (vol. 01 | no. 82)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890919_002.tif,Page,Page 2,74,2,ark:/21198/z1f54zmt,ark:/21198/z16m5x8m,ark:/21198/z1x08xz1,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x08xz1,1889,1889-09-19 (vol. 01 | no. 82)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890920_001.tif,Page,Page 1,75,1,ark:/21198/z1f54zmt,ark:/21198/z12v55j8,ark:/21198/z1s78673,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s78673,1889,1889-09-20 (vol. 01 | no. 83)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890920_002.tif,Page,Page 2,76,2,ark:/21198/z1f54zmt,ark:/21198/z12v55j8,ark:/21198/z1ng7fjt,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng7fjt,1889,1889-09-20 (vol. 01 | no. 83)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890921_001.tif,Page,Page 1,77,1,ark:/21198/z1f54zmt,ark:/21198/z1z34p46,ark:/21198/z1hq6pvj,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6pvj,1889,1889-09-21 (vol. 01 | no. 84)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890921_002.tif,Page,Page 2,78,2,ark:/21198/z1f54zmt,ark:/21198/z1z34p46,ark:/21198/z1cz5z3s,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz5z3s,1889,1889-09-21 (vol. 01 | no. 84)
Masters/othermasters/DEPladiscusion/images/1889/ihc_ladiscusion_18890923_001.tif,Page,Page 1,79,1,ark:/21198/z1f54zmt,ark:/21198/z1tb3xc1,ark:/21198/z18656b9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18656b9,1889,1889-09-23 (vol. 01 | no. 85)
