File Name,Object Type,Title,Item Sequence,Issue Sequence,Visibility,Parent ARK,Issue ARK,Item ARK,Bucketeer State,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_007.tif,Page,Page 7,133,7,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z12r6jzj,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r6jzj,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_008.tif,Page,Page 8,134,8,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z1z062d2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z062d2,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_009.tif,Page,Page 9,135,9,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z1t759pb,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t759pb,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_010.tif,Page,Page 10,136,10,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z1pg4jx5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg4jx5,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_011.tif,Page,Page 11,137,11,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z1jt2hp2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt2hp2,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_012.tif,Page,Page 12,138,12,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z1f21rzn,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21rzn,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_013.tif,Page,Page 13,139,13,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z199119m,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz199119m,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_014.tif,Page,Page 14,140,14,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z15j08jf,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15j08jf,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_015.tif,Page,Page 15,141,15,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z11r9ht5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r9ht5,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_016.tif,Page,Page 16,142,16,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z1x09194,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x09194,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_017.tif,Page,Page 17,143,17,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z1s788kd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s788kd,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194603_018.tif,Page,Page 18,144,18,open,ark:/21198/z10p3s81,ark:/21198/z1zs5ppn,ark:/21198/z1nk679v,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk679v,1946,1946-03 (año 02 | num. 08)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_001.tif,Page,Page 1,145,1,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1ht5gk4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht5gk4,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_002.tif,Page,Page 2,146,2,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1d24qw5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d24qw5,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_003.tif,Page,Page 3,147,3,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1894057,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1894057,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_004.tif,Page,Page 4,148,4,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z14j37d2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j37d2,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_005.tif,Page,Page 5,149,5,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z10s2gnw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s2gnw,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_006.tif,Page,Page 6,150,6,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1w1204v,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w1204v,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_007.tif,Page,Page 7,151,7,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1rb9xth,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb9xth,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_008.tif,Page,Page 8,152,8,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1mk9641,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk9641,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_009.tif,Page,Page 9,153,9,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1gt8ffr,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt8ffr,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_010.tif,Page,Page 10,154,10,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1c27pqb,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c27pqb,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_011.tif,Page,Page 11,155,11,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1796xxq,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1796xxq,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_012.tif,Page,Page 12,156,12,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z13j666s,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j666s,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_013.tif,Page,Page 13,157,13,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1zs5pq3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs5pq3,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_014.tif,Page,Page 14,158,14,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1v43nfv,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43nfv,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_015.tif,Page,Page 15,159,15,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1qc2wrk,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2wrk,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_016.tif,Page,Page 16,160,16,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1km253j,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km253j,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_017.tif,Page,Page 17,161,17,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1fv1d9x,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv1d9x,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194604_018.tif,Page,Page 18,162,18,open,ark:/21198/z10p3s81,ark:/21198/z1v14z1j,ark:/21198/z1b30nkh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b30nkh,1946,1946-04 (año 02 | num. 09)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_001.tif,Page,Page 1,163,1,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1699wts,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1699wts,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_002.tif,Page,Page 2,164,2,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z12j953v,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j953v,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_003.tif,Page,Page 3,165,3,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1xw7c1w,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw7c1w,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_004.tif,Page,Page 4,166,4,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1t46mbx,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46mbx,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_005.tif,Page,Page 5,167,5,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1pc5vnn,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5vnn,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_006.tif,Page,Page 6,168,6,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1jm53x9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm53x9,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_007.tif,Page,Page 7,169,7,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1dv4c5j,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv4c5j,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_008.tif,Page,Page 8,170,8,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1933mf4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1933mf4,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_009.tif,Page,Page 9,171,9,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z15b2vqd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b2vqd,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_010.tif,Page,Page 10,172,10,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z11p0tbh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0tbh,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_011.tif,Page,Page 11,173,11,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1wx09x3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx09x3,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_012.tif,Page,Page 12,174,12,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1s49k70,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49k70,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_013.tif,Page,Page 13,175,13,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1nc8tgt,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc8tgt,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_014.tif,Page,Page 14,176,14,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1hm82pk,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm82pk,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_015.tif,Page,Page 15,177,15,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z1cv7b0q,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv7b0q,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_016.tif,Page,Page 16,178,16,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z18658q2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18658q2,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_017.tif,Page,Page 17,179,17,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z14f4hzw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f4hzw,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194605_018.tif,Page,Page 18,180,18,open,ark:/21198/z10p3s81,ark:/21198/z1q846bn,ark:/21198/z10p3s9g,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p3s9g,1946,1946-05 (año 02 | num. 10)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_001.tif,Page,Page 1,181,1,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1vx38vm,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx38vm,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_002.tif,Page,Page 2,182,2,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1r52j2q,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r52j2q,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_003.tif,Page,Page 3,183,3,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1md1sb0,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md1sb0,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_004.tif,Page,Page 4,184,4,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1gn11k6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn11k6,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_005.tif,Page,Page 5,185,5,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1bz9093,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz9093,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_006.tif,Page,Page 6,186,6,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z17687kp,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17687kp,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_007.tif,Page,Page 7,187,7,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z13f7gxv,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f7gxv,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_008.tif,Page,Page 8,188,8,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1zp70dh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp70dh,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_009.tif,Page,Page 9,189,9,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1tx67ps,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx67ps,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_010.tif,Page,Page 10,190,10,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1q55gxx,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q55gxx,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_011.tif,Page,Page 11,191,11,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1kd4r6m,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd4r6m,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_012.tif,Page,Page 12,192,12,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1fr2pw6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr2pw6,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_013.tif,Page,Page 13,193,13,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1b01z4r,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b01z4r,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_014.tif,Page,Page 14,194,14,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z16716g9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16716g9,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_015.tif,Page,Page 15,195,15,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z12g0frk,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12g0frk,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_016.tif,Page,Page 16,196,16,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1xp9z79,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp9z79,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_017.tif,Page,Page 17,197,17,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1sx96gh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx96gh,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194606_018.tif,Page,Page 18,198,18,open,ark:/21198/z10p3s81,ark:/21198/z1kh3fj1,ark:/21198/z1p58fr3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p58fr3,1946,1946-06 (año 02 | num. 11)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_001.tif,Page,Page 1,199,1,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1jh6dgj,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh6dgj,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_002.tif,Page,Page 2,200,2,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1dr5nrt,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr5nrt,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_003.tif,Page,Page 3,201,3,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1904x28,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1904x28,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_004.tif,Page,Page 4,202,4,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z15745bx,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15745bx,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_005.tif,Page,Page 5,203,5,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z11g3dj9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g3dj9,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_006.tif,Page,Page 6,204,6,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1wq2x3g,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2x3g,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_007.tif,Page,Page 7,205,7,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1rz25bp,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz25bp,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_008.tif,Page,Page 8,206,8,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1n9042f,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n9042f,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_009.tif,Page,Page 9,207,9,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1hh9cb5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh9cb5,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_010.tif,Page,Page 10,208,10,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1cr8mnw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr8mnw,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_011.tif,Page,Page 11,209,11,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1807vxg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1807vxg,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_012.tif,Page,Page 12,210,12,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1477453,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1477453,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_013.tif,Page,Page 13,211,13,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z10g6cdx,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g6cdx,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_014.tif,Page,Page 14,212,14,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1vq5vws,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5vws,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_015.tif,Page,Page 15,213,15,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1r23tn0,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r23tn0,1946,1946-07 (año 02 | num. 12)
Masters/othermasters/DEPcuba_urss/images/1946/ihc_cubaylaurss_194607_016.tif,Page,Page 16,214,16,open,ark:/21198/z10p3s81,ark:/21198/z1fr2pvr,ark:/21198/z1m932w6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m932w6,1946,1946-07 (año 02 | num. 12)
