"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_001.tif","Page","Page 1","1","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/dlwbRnLcR","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2FdlwbRnLcR",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_002.tif","Page","Page 2","2","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/695XrandS","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2F695XrandS",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_003.tif","Page","Page 3","3","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/RigWYAjid","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2FRigWYAjid",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_004.tif","Page","Page 4","4","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/74EA0AVQL","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2F74EA0AVQL",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_005.tif","Page","Page 5","5","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/XZIZhJgCg","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2FXZIZhJgCg",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_006.tif","Page","Page 6","6","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/aOmejtPf3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2FaOmejtPf3",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_007.tif","Page","Page 7","7","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/qfbQAKy6n","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2FqfbQAKy6n",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_008.tif","Page","Page 8","8","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/JiJYIxvXQ","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2FJiJYIxvXQ",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_009.tif","Page","Page 9","9","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/oZuwuF20R","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2FoZuwuF20R",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1939/ihc_hoy_19391226_010.tif","Page","Page 10","10","ark:/21198/z1qz6d9b","ark:/21198/z1qz6d9b/N9PKBrk7b","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz6d9b%2FN9PKBrk7b",""
