"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520817_001.tif","Page","Page 1","1","ark:/21198/z16q610p","ark:/21198/z16q610p/N2U3TLaT9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q610p%2FN2U3TLaT9",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520817_002.tif","Page","Page 2","2","ark:/21198/z16q610p","ark:/21198/z16q610p/Athrbc7p1","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q610p%2FAthrbc7p1",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520817_003.tif","Page","Page 3","3","ark:/21198/z16q610p","ark:/21198/z16q610p/DLd62KVUI","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q610p%2FDLd62KVUI",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520817_004.tif","Page","Page 4","4","ark:/21198/z16q610p","ark:/21198/z16q610p/8ZGHkNWna","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q610p%2F8ZGHkNWna",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520817_005.tif","Page","Page 5","5","ark:/21198/z16q610p","ark:/21198/z16q610p/8Kfy5hS8G","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q610p%2F8Kfy5hS8G",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520817_006.tif","Page","Page 6","6","ark:/21198/z16q610p","ark:/21198/z16q610p/ZzR7pYtLh","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q610p%2FZzR7pYtLh",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520817_007.tif","Page","Page 7","7","ark:/21198/z16q610p","ark:/21198/z16q610p/5AMtQpqc8","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q610p%2F5AMtQpqc8",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520817_008.tif","Page","Page 8","8","ark:/21198/z16q610p","ark:/21198/z16q610p/h1EP2JIz7","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q610p%2Fh1EP2JIz7",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520819_001.tif","Page","Page 1","1","ark:/21198/z12z58bv","ark:/21198/z12z58bv/TJW2ge036","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z58bv%2FTJW2ge036",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520819_002.tif","Page","Page 2","2","ark:/21198/z12z58bv","ark:/21198/z12z58bv/MK7EtRjGd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z58bv%2FMK7EtRjGd",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520819_003.tif","Page","Page 3","3","ark:/21198/z12z58bv","ark:/21198/z12z58bv/0ERBZX6yo","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z58bv%2F0ERBZX6yo",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520819_004.tif","Page","Page 4","4","ark:/21198/z12z58bv","ark:/21198/z12z58bv/7QKGBLg6h","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z58bv%2F7QKGBLg6h",""
"Masters/othermasters/DEPhoy/images/tiffs/ihc_hoy_1952/ihc_hoy_19520819_005.tif","Page","Page 5","5","ark:/21198/z12z58bv","ark:/21198/z12z58bv/PAr5icIon","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z58bv%2FPAr5icIon",""
