File Name,Object Type,Title,Item Sequence,Issue Sequence,Visibility,Parent ARK,Issue ARK,Item ARK,Bucketeer State,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571205_004.tif,Page,Page 4,44,4,open,ark:/21198/z1c56f5x,ark:/21198/z12r6m35,ark:/21198/z1vq5x39,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5x39,1957,1957-12-05 (vol. 01 | no. 13)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571205_005.tif,Page,Page 5,45,5,open,ark:/21198/z1c56f5x,ark:/21198/z12r6m35,ark:/21198/z1qz55dd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz55dd,1957,1957-12-05 (vol. 01 | no. 13)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571205_006.tif,Page,Page 6,46,6,open,ark:/21198/z1c56f5x,ark:/21198/z12r6m35,ark:/21198/z1m64drw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m64drw,1957,1957-12-05 (vol. 01 | no. 13)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571205_007.tif,Page,Page 7,47,7,open,ark:/21198/z1c56f5x,ark:/21198/z12r6m35,ark:/21198/z1gf3nz8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf3nz8,1957,1957-12-05 (vol. 01 | no. 13)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571217_001.tif,Page,Page 1,48,1,open,ark:/21198/z1c56f5x,ark:/21198/z1z063j8,ark:/21198/z1bp2x8d,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp2x8d,1957,1957-12-17 (vol. 01 | no. 14)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571217_002.tif,Page,Page 2,49,2,open,ark:/21198/z1c56f5x,ark:/21198/z1z063j8,ark:/21198/z16x25hm,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x25hm,1957,1957-12-17 (vol. 01 | no. 14)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571217_003.tif,Page,Page 3,50,3,open,ark:/21198/z1c56f5x,ark:/21198/z1z063j8,ark:/21198/z138046x,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz138046x,1957,1957-12-17 (vol. 01 | no. 14)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571217_004.tif,Page,Page 4,51,4,open,ark:/21198/z1c56f5x,ark:/21198/z1z063j8,ark:/21198/z1zg9mqp,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9mqp,1957,1957-12-17 (vol. 01 | no. 14)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571217_005.tif,Page,Page 5,52,5,open,ark:/21198/z1c56f5x,ark:/21198/z1z063j8,ark:/21198/z1tq8w1t,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq8w1t,1957,1957-12-17 (vol. 01 | no. 14)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571217_006.tif,Page,Page 6,53,6,open,ark:/21198/z1c56f5x,ark:/21198/z1z063j8,ark:/21198/z1pz849g,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz849g,1957,1957-12-17 (vol. 01 | no. 14)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19571217_007.tif,Page,Page 7,54,7,open,ark:/21198/z1c56f5x,ark:/21198/z1z063j8,ark:/21198/z1k67ck2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k67ck2,1957,1957-12-17 (vol. 01 | no. 14)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19580114_001.tif,Page,Page 1,55,1,open,ark:/21198/z1c56f5x,ark:/21198/z1pg4m1b,ark:/21198/z11861z6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11861z6,1958,1958-01-14 (vol. 01 | no. 15)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19580114_002.tif,Page,Page 2,56,2,open,ark:/21198/z1c56f5x,ark:/21198/z1pg4m1b,ark:/21198/z1wh5jgx,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh5jgx,1958,1958-01-14 (vol. 01 | no. 15)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19580114_003.tif,Page,Page 3,57,3,open,ark:/21198/z1c56f5x,ark:/21198/z1pg4m1b,ark:/21198/z1rr4sp9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4sp9,1958,1958-01-14 (vol. 01 | no. 15)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19580114_004.tif,Page,Page 4,58,4,open,ark:/21198/z1c56f5x,ark:/21198/z1pg4m1b,ark:/21198/z1n04204,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n04204,1958,1958-01-14 (vol. 01 | no. 15)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19580114_005.tif,Page,Page 5,59,5,open,ark:/21198/z1c56f5x,ark:/21198/z1pg4m1b,ark:/21198/z1h7397z,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h7397z,1958,1958-01-14 (vol. 01 | no. 15)
Masters/othermasters/DEPvanguardiaobrera/images/ihc_vanguardiaobrera_19580114_006.tif,Page,Page 6,60,6,open,ark:/21198/z1c56f5x,ark:/21198/z1pg4m1b,ark:/21198/z1ck17xj,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck17xj,1958,1958-01-14 (vol. 01 | no. 15)
