"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_001.tif","Page","Page 1","1","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/4bEzw1Lzj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2F4bEzw1Lzj",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_002.tif","Page","Page 2","2","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/o7U1usYeK","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2Fo7U1usYeK",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_003.tif","Page","Page 3","3","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/2BEowlKCG","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2F2BEowlKCG",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_004.tif","Page","Page 4","4","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/B643l8ELF","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2FB643l8ELF",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_005.tif","Page","Page 5","5","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/lxzSLjRha","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2FlxzSLjRha",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_006.tif","Page","Page 6","6","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/uQHvhMEjm","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2FuQHvhMEjm",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_007.tif","Page","Page 7","7","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/7fiw8FY1m","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2F7fiw8FY1m",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_008.tif","Page","Page 8","8","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/C9aK8Q8Ua","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2FC9aK8Q8Ua",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_009.tif","Page","Page 9","9","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/i7bT3qfJr","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2Fi7bT3qfJr",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19630116_segunda_010.tif","Page","Page 10","10","ark:/21198/z1kt0vhh","ark:/21198/z1kt0vhh/onRraVi0M","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kt0vhh%2FonRraVi0M",""
