"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641114_segunda_001.tif","Page","Page 1","1","ark:/21198/z1b60nv4","ark:/21198/z1b60nv4/mMsyTyg0I","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b60nv4%2FmMsyTyg0I",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641114_segunda_002.tif","Page","Page 2","2","ark:/21198/z1b60nv4","ark:/21198/z1b60nv4/oCnYdevvY","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b60nv4%2FoCnYdevvY",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641114_segunda_003.tif","Page","Page 3","3","ark:/21198/z1b60nv4","ark:/21198/z1b60nv4/ZExOBBkoj","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b60nv4%2FZExOBBkoj",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641114_segunda_004.tif","Page","Page 4","4","ark:/21198/z1b60nv4","ark:/21198/z1b60nv4/YrYz8Zjok","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b60nv4%2FYrYz8Zjok",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641114_segunda_005.tif","Page","Page 5","5","ark:/21198/z1b60nv4","ark:/21198/z1b60nv4/ToMMljA3Z","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b60nv4%2FToMMljA3Z",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641114_segunda_006.tif","Page","Page 6","6","ark:/21198/z1b60nv4","ark:/21198/z1b60nv4/BSTbZMEMt","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b60nv4%2FBSTbZMEMt",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641114_segunda_007.tif","Page","Page 7","7","ark:/21198/z1b60nv4","ark:/21198/z1b60nv4/smRSPOFyM","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b60nv4%2FsmRSPOFyM",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641114_segunda_008.tif","Page","Page 8","8","ark:/21198/z1b60nv4","ark:/21198/z1b60nv4/93ySoIgg9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b60nv4%2F93ySoIgg9",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_001.tif","Page","Page 1","1","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/ovEMUIgN3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2FovEMUIgN3",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_002.tif","Page","Page 2","2","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/QAzIANscd","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2FQAzIANscd",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_003.tif","Page","Page 3","3","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/jLxPhzfM3","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2FjLxPhzfM3",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_004.tif","Page","Page 4","4","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/MYXqANb3Z","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2FMYXqANb3Z",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_005.tif","Page","Page 5","5","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/hvRI1xTvP","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2FhvRI1xTvP",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_006.tif","Page","Page 6","6","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/GcbqhgRn9","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2FGcbqhgRn9",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_007.tif","Page","Page 7","7","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/l2Xj6r2Ye","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2Fl2Xj6r2Ye",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_008.tif","Page","Page 8","8","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/1r39JtgHS","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2F1r39JtgHS",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_009.tif","Page","Page 9","9","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/etwXmfSHJ","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2FetwXmfSHJ",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641115_segunda_010.tif","Page","Page 10","10","ark:/21198/z12r7vsd","ark:/21198/z12r7vsd/2rphPOPIG","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r7vsd%2F2rphPOPIG",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19641117_segunda_001.tif","Page","Page 1","1","ark:/21198/z1t76mjn","ark:/21198/z1t76mjn/836EM7J5N","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t76mjn%2F836EM7J5N",""
