"File Name","Object Type","Title","Item Sequence","Parent ARK","Item ARK","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_001.tif","Page","Page 1","1","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/fMajS9DCR","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FfMajS9DCR",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_002.tif","Page","Page 2","2","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/H2UDcOU9b","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FH2UDcOU9b",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_003.tif","Page","Page 3","3","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/lGzbWO1n7","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FlGzbWO1n7",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_004.tif","Page","Page 4","4","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/Zj3n7CYJk","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FZj3n7CYJk",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_005.tif","Page","Page 5","5","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/9GC0aBf9X","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2F9GC0aBf9X",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_006.tif","Page","Page 6","6","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/hJ8maeAyp","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FhJ8maeAyp",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_007.tif","Page","Page 7","7","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/RyhpRuN12","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FRyhpRuN12",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_008.tif","Page","Page 8","8","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/Adhky02aL","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FAdhky02aL",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_009.tif","Page","Page 9","9","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/ZAeOY3zCr","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FZAeOY3zCr",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620410_segunda_010.tif","Page","Page 10","10","ark:/21198/z13v3m3c","ark:/21198/z13v3m3c/OKwT7zCME","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13v3m3c%2FOKwT7zCME",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_001.tif","Page","Page 1","1","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/gF9VxuAyr","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2FgF9VxuAyr",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_002.tif","Page","Page 2","2","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/a3ZVYYhOo","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2Fa3ZVYYhOo",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_003.tif","Page","Page 3","3","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/MOA23GHrM","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2FMOA23GHrM",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_004.tif","Page","Page 4","4","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/5f94MphwB","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2F5f94MphwB",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_005.tif","Page","Page 5","5","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/ln1ejvpKa","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2Fln1ejvpKa",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_006.tif","Page","Page 6","6","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/Fig3Gfp3L","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2FFig3Gfp3L",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_007.tif","Page","Page 7","7","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/7tbay57qV","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2F7tbay57qV",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_008.tif","Page","Page 8","8","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/280EnF1kN","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2F280EnF1kN",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_009.tif","Page","Page 9","9","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/V2suuKs1R","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2FV2suuKs1R",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620411_segunda_010.tif","Page","Page 10","10","ark:/21198/z1vf12dq","ark:/21198/z1vf12dq/5c6neKQ9T","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vf12dq%2F5c6neKQ9T",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620412_segunda_001.tif","Page","Page 1","1","ark:/21198/z1kw9k0k","ark:/21198/z1kw9k0k/x61VSQhG8","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw9k0k%2Fx61VSQhG8",""
"Masters/othermasters/DEPhoy/images/segundas/ihc_hoy_19620412_segunda_002.tif","Page","Page 2","2","ark:/21198/z1kw9k0k","ark:/21198/z1kw9k0k/eWaR3HcYq","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw9k0k%2FeWaR3HcYq",""
