File Name,Object Type,Title,Item Sequence,Issue Sequence,Parent ARK,Issue ARK,Item ARK,Visibility,Bucketeer State,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_001.tif,Page,Page 1,1,1,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1g18rvx,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g18rvx,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_002.tif,Page,Page 2,2,2,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1b88140,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b88140,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_003.tif,Page,Page 3,3,3,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z16h78fq,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h78fq,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_004.tif,Page,Page 4,4,4,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z12v5738,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12v5738,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_005.tif,Page,Page 5,5,5,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1z34qq7,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z34qq7,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_006.tif,Page,Page 6,6,6,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1tb3zz2,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb3zz2,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_007.tif,Page,Page 7,7,7,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1pk376p,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk376p,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_008.tif,Page,Page 8,8,8,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1jt2gd2,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt2gd2,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_009.tif,Page,Page 9,9,9,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1f21qn6,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21qn6,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_010.tif,Page,Page 10,10,10,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z199101m,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz199101m,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_011.tif,Page,Page 11,11,11,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z15m8xq8,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m8xq8,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_012.tif,Page,Page 12,12,12,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z11v861s,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v861s,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_013.tif,Page,Page 13,13,13,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1x37pjd,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x37pjd,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_014.tif,Page,Page 14,14,14,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1sb6xs7,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb6xs7,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_015.tif,Page,Page 15,15,15,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1nk6629,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk6629,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_016.tif,Page,Page 16,16,16,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1ht5f94,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht5f94,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_017.tif,Page,Page 17,17,17,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1d24pnm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d24pnm,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_018.tif,Page,Page 18,18,18,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z18d2n78,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18d2n78,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_019.tif,Page,Page 19,19,19,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z14n1wmw,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n1wmw,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_020.tif,Page,Page 20,20,20,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z10w14tn,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w14tn,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_021.tif,Page,Page 21,21,21,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1w40nc4,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40nc4,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_022.tif,Page,Page 22,22,22,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1rb9wkz,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb9wkz,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_023.tif,Page,Page 23,23,23,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1mk94w2,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk94w2,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_024.tif,Page,Page 24,24,24,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1gt8d7n,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt8d7n,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_025.tif,Page,Page 25,25,25,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1c56bt6,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c56bt6,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_026.tif,Page,Page 26,26,26,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z17d5m67,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d5m67,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_027.tif,Page,Page 27,27,27,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z13n4vf2,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4vf2,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_028.tif,Page,Page 28,28,28,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1zw4bzr,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw4bzr,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_029.tif,Page,Page 29,29,29,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1v43m5v,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43m5v,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_030.tif,Page,Page 30,30,30,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1qc2vgk,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2vgk,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_031.tif,Page,Page 31,31,31,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1km23vk,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km23vk,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_032.tif,Page,Page 32,32,32,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1fz02gp,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fz02gp,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_033.tif,Page,Page 33,33,33,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1b599s5,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b599s5,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_034.tif,Page,Page 34,34,34,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z16d8k2v,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d8k2v,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_035.tif,Page,Page 35,35,35,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z12n7t9p,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7t9p,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_036.tif,Page,Page 36,36,36,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1xw79sx,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw79sx,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_037.tif,Page,Page 37,37,37,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1t46k3c,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46k3c,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_038.tif,Page,Page 38,38,38,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1pg4hpm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg4hpm,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_039.tif,Page,Page 39,39,39,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1jq3s16,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq3s16,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194104_040.tif,Page,Page 40,40,40,ark:/21198/z11r9gj5,ark:/21198/z1x09014,ark:/21198/z1dz31d6,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz31d6,1941,1941-04 (vol. 01 | no. 01)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_001.tif,Page,Page 1,41,1,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z19628mw,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19628mw,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_002.tif,Page,Page 2,42,2,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z15f1hxm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f1hxm,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_003.tif,Page,Page 3,43,3,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z11p0s4d,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0s4d,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_004.tif,Page,Page 4,44,4,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1wx08q0,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx08q0,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_005.tif,Page,Page 5,45,5,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1s7879d,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s7879d,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_006.tif,Page,Page 6,46,6,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1ng7gnk,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng7gnk,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_007.tif,Page,Page 7,47,7,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1hq6r05,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6r05,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_008.tif,Page,Page 8,48,8,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1cz607c,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz607c,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_009.tif,Page,Page 9,49,9,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z18657gh,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18657gh,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_010.tif,Page,Page 10,50,10,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z14f4gpw,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f4gpw,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_011.tif,Page,Page 11,51,11,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z10p3r1g,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p3r1g,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_012.tif,Page,Page 12,52,12,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1w11xwh,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w11xwh,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_013.tif,Page,Page 13,53,13,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1r8168x,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r8168x,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_014.tif,Page,Page 14,54,14,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1mh0fj6,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mh0fj6,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_015.tif,Page,Page 15,55,15,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1gq9ptx,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq9ptx,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_016.tif,Page,Page 16,56,16,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1bz8z25,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz8z25,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_017.tif,Page,Page 17,57,17,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z176869p,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz176869p,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_018.tif,Page,Page 18,58,18,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z13f7fnv,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f7fnv,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_019.tif,Page,Page 19,59,19,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1zs5nh0,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs5nh0,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_020.tif,Page,Page 20,60,20,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1v14wvg,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v14wvg,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_021.tif,Page,Page 21,61,21,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1q84550,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q84550,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_022.tif,Page,Page 22,62,22,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1kh3dcc,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kh3dcc,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_023.tif,Page,Page 23,63,23,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1fr2nnn,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fr2nnn,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_024.tif,Page,Page 24,64,24,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1b01wvb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b01wvb,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_025.tif,Page,Page 25,65,25,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z167157r,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz167157r,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_026.tif,Page,Page 26,66,26,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z12j93tf,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j93tf,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_027.tif,Page,Page 27,67,27,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1xs8mfh,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs8mfh,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_028.tif,Page,Page 28,68,28,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1t17vq3,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t17vq3,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_029.tif,Page,Page 29,69,29,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1p873z9,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p873z9,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_030.tif,Page,Page 30,70,30,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1jh6c6j,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh6c6j,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_031.tif,Page,Page 31,71,31,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1dr5mfc,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr5mfc,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_032.tif,Page,Page 32,72,32,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1904vsv,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1904vsv,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_033.tif,Page,Page 33,73,33,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z15b2tfd,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b2tfd,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_034.tif,Page,Page 34,74,34,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z11k22td,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k22td,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_035.tif,Page,Page 35,75,35,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1wt1k87,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wt1k87,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_036.tif,Page,Page 36,76,36,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1s20tjt,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s20tjt,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_037.tif,Page,Page 37,77,37,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1n902s1,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n902s1,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_038.tif,Page,Page 38,78,38,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1hh9b1q,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh9b1q,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_039.tif,Page,Page 39,79,39,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1cr8kdb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr8kdb,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_040.tif,Page,Page 40,80,40,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z1836j1r,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1836j1r,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194105_041.tif,Page,Page 41,81,41,ark:/21198/z11r9gj5,ark:/21198/z1s7878z,ark:/21198/z14b5scx,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b5scx,1941,1941-05 (vol. 01 | no. 02)
Masters/othermasters/DEPfundamentos/images/1941/ihc_fundamentos_194106_001.tif,Page,Page 1,82,1,ark:/21198/z11r9gj5,ark:/21198/z1ng7gm4,ark:/21198/z10k51nk,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k51nk,1941,1941-06 (vol. 01 | no. 03)
