File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_618.tif,Page,Page 618,618,ark:/21198/z1835t07,ark:/21198/z17w8d92,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w8d92
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_619.tif,Page,Page 619,619,ark:/21198/z1835t07,ark:/21198/z1447nkn,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447nkn
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_620.tif,Page,Page 620,620,ark:/21198/z1835t07,ark:/21198/z10c6wwc,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6wwc
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_621.tif,Page,Page 621,621,ark:/21198/z1835t07,ark:/21198/z1vm6ddg,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6ddg
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_622.tif,Page,Page 622,622,ark:/21198/z1835t07,ark:/21198/z1qv5npr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5npr
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_623.tif,Page,Page 623,623,ark:/21198/z1835t07,ark:/21198/z1m34wwf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34wwf
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_624.tif,Page,Page 624,624,ark:/21198/z1835t07,ark:/21198/z1gb455h,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb455h
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_625.tif,Page,Page 625,625,ark:/21198/z1835t07,ark:/21198/z1bp23wj,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp23wj
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_626.tif,Page,Page 626,626,ark:/21198/z1835t07,ark:/21198/z16x1c57,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x1c57
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_627.tif,Page,Page 627,627,ark:/21198/z1835t07,ark:/21198/z1350mg8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350mg8
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_628.tif,Page,Page 628,628,ark:/21198/z1835t07,ark:/21198/z1zd041t,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd041t
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_629.tif,Page,Page 629,629,ark:/21198/z1835t07,ark:/21198/z1tm9c83,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm9c83
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_630.tif,Page,Page 630,630,ark:/21198/z1835t07,ark:/21198/z1pv8mhx,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8mhx
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_631.tif,Page,Page 631,631,ark:/21198/z1835t07,ark:/21198/z1k37vr2,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37vr2
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_632.tif,Page,Page 632,632,ark:/21198/z1835t07,ark:/21198/z1ff5tgh,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5tgh
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_633.tif,Page,Page 633,633,ark:/21198/z1835t07,ark:/21198/z19p52r5,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p52r5
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_634.tif,Page,Page 634,634,ark:/21198/z1835t07,ark:/21198/z15x4b29,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x4b29
Masters/othermasters/DEPlalucha/magazine/images/ihc_laluchamag_santaclara_635.tif,Page,Page 635,635,ark:/21198/z1835t07,ark:/21198/z1253kcb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253kcb
