File Name,Object Type,Title,Item Sequence,Issue Sequence,Parent ARK,Issue ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530223_007.tif,Page,Page 7,159,7,ark:/21198/z1h15123,ark:/21198/z1sf4v8z,ark:/21198/z1qn85tt,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn85tt,1953,1953-02-23 (año 32 | num. 10244)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530223_008.tif,Page,Page 8,160,8,ark:/21198/z1h15123,ark:/21198/z1sf4v8z,ark:/21198/z1kw7f4z,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw7f4z,1953,1953-02-23 (año 32 | num. 10244)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530225_001.tif,Page,Page 1,161,1,ark:/21198/z1h15123,ark:/21198/z1np43h5,ark:/21198/z1g46pf0,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46pf0,1953,1953-02-25 (año 32 | num. 10245)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530225_002.tif,Page,Page 2,162,2,ark:/21198/z1h15123,ark:/21198/z1np43h5,ark:/21198/z1bg4n3j,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4n3j,1953,1953-02-25 (año 32 | num. 10245)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530225_003.tif,Page,Page 3,163,3,ark:/21198/z1h15123,ark:/21198/z1np43h5,ark:/21198/z16q3wbc,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3wbc,1953,1953-02-25 (año 32 | num. 10245)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530225_004.tif,Page,Page 4,164,4,ark:/21198/z1h15123,ark:/21198/z1np43h5,ark:/21198/z12z34kk,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z34kk,1953,1953-02-25 (año 32 | num. 10245)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530225_005.tif,Page,Page 5,165,5,ark:/21198/z1h15123,ark:/21198/z1np43h5,ark:/21198/z1z62n25,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62n25,1953,1953-02-25 (año 32 | num. 10245)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530225_006.tif,Page,Page 6,166,6,ark:/21198/z1h15123,ark:/21198/z1np43h5,ark:/21198/z1tf1wcw,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1wcw,1953,1953-02-25 (año 32 | num. 10245)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530225_007.tif,Page,Page 7,167,7,ark:/21198/z1h15123,ark:/21198/z1np43h5,ark:/21198/z1pp14rw,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp14rw,1953,1953-02-25 (año 32 | num. 10245)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530225_008.tif,Page,Page 8,168,8,ark:/21198/z1h15123,ark:/21198/z1np43h5,ark:/21198/z1jx0d04,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0d04,1953,1953-02-25 (año 32 | num. 10245)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530226_001.tif,Page,Page 1,169,1,ark:/21198/z1h15123,ark:/21198/z1hx3bqj,ark:/21198/z1f78bn1,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f78bn1,1953,1953-02-26 (año 32 | num. 10246)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530226_002.tif,Page,Page 2,170,2,ark:/21198/z1h15123,ark:/21198/z1hx3bqj,ark:/21198/z19g7kx9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7kx9,1953,1953-02-26 (año 32 | num. 10246)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530226_003.tif,Page,Page 3,171,3,ark:/21198/z1h15123,ark:/21198/z1hx3bqj,ark:/21198/z15q6v43,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6v43,1953,1953-02-26 (año 32 | num. 10246)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530226_004.tif,Page,Page 4,172,4,ark:/21198/z1h15123,ark:/21198/z1hx3bqj,ark:/21198/z11z63f6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z63f6,1953,1953-02-26 (año 32 | num. 10246)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530226_005.tif,Page,Page 5,173,5,ark:/21198/z1h15123,ark:/21198/z1hx3bqj,ark:/21198/z1x65m0p,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x65m0p,1953,1953-02-26 (año 32 | num. 10246)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1953/catc_mansenyatpo_19530226_006.tif,Page,Page 6,174,6,ark:/21198/z1h15123,ark:/21198/z1hx3bqj,ark:/21198/z1sf4v9d,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4v9d,1953,1953-02-26 (año 32 | num. 10246)
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1958/catc_mansenyatpo_19580312_001.tif,Page,Page 1,175,1,ark:/21198/z1h15123,ark:/21198/z1d52kzp,ark:/21198/z1ns2t0d,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2t0d,1958,1958-03-12
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1958/catc_mansenyatpo_19580312_002.tif,Page,Page 2,176,2,ark:/21198/z1h15123,ark:/21198/z1d52kzp,ark:/21198/z1j1229t,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j1229t,1958,1958-03-12
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1958/catc_mansenyatpo_19580312_003.tif,Page,Page 3,177,3,ark:/21198/z1h15123,ark:/21198/z1d52kzp,ark:/21198/z1d819jn,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d819jn,1958,1958-03-12
Masters/othermasters/DEPchinesecubannewspapers/mansenyatpo/images/1958/catc_mansenyatpo_19580312_004.tif,Page,Page 4,178,4,ark:/21198/z1h15123,ark:/21198/z1d52kzp,ark:/21198/z18h0jsg,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h0jsg,1958,1958-03-12
