File Name,Object Type,Title,Item Sequence,Issue Sequence,Parent ARK,Issue ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL,Range.1
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350123_001.tif,Page,Page 1,16,1,ark:/21198/z1xd3r0n,ark:/21198/z1dc0r49,ark:/21198/z1jt2dq8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt2dq8,1935-01-23 (año 01 | num. 03)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350123_002.tif,Page,Page 2,17,2,ark:/21198/z1xd3r0n,ark:/21198/z1dc0r49,ark:/21198/z1f21nzd,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21nzd,1935-01-23 (año 01 | num. 03)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350123_003.tif,Page,Page 3,18,3,ark:/21198/z1xd3r0n,ark:/21198/z1dc0r49,ark:/21198/z1990x90,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1990x90,1935-01-23 (año 01 | num. 03)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350123_004.tif,Page,Page 4,19,4,ark:/21198/z1xd3r0n,ark:/21198/z1dc0r49,ark:/21198/z15j05kn,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15j05kn,1935-01-23 (año 01 | num. 03)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350123_005.tif,Page,Page 5,20,5,ark:/21198/z1xd3r0n,ark:/21198/z1dc0r49,ark:/21198/z11v8483,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v8483,1935-01-23 (año 01 | num. 03)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350123_006.tif,Page,Page 6,21,6,ark:/21198/z1xd3r0n,ark:/21198/z1dc0r49,ark:/21198/z1x37mt5,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x37mt5,1935-01-23 (año 01 | num. 03)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350123_007.tif,Page,Page 7,22,7,ark:/21198/z1xd3r0n,ark:/21198/z1dc0r49,ark:/21198/z1sb6w2d,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb6w2d,1935-01-23 (año 01 | num. 03)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350123_008.tif,Page,Page 8,23,8,ark:/21198/z1xd3r0n,ark:/21198/z1dc0r49,ark:/21198/z1nk64b2,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk64b2,1935-01-23 (año 01 | num. 03)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350124_001.tif,Page,Page 1,24,1,ark:/21198/z1xd3r0n,ark:/21198/z18m00ch,ark:/21198/z1ht5ckw,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht5ckw,1935-01-24 (año 01 | num. 04)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350124_002.tif,Page,Page 2,25,2,ark:/21198/z1xd3r0n,ark:/21198/z18m00ch,ark:/21198/z1d24mwx,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d24mwx,1935-01-24 (año 01 | num. 04)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350124_003.tif,Page,Page 3,26,3,ark:/21198/z1xd3r0n,ark:/21198/z18m00ch,ark:/21198/z1893w62,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1893w62,1935-01-24 (año 01 | num. 04)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350124_004.tif,Page,Page 4,27,4,ark:/21198/z1xd3r0n,ark:/21198/z18m00ch,ark:/21198/z14n1twn,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n1twn,1935-01-24 (año 01 | num. 04)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350124_005.tif,Page,Page 5,28,5,ark:/21198/z1xd3r0n,ark:/21198/z18m00ch,ark:/21198/z10w1348,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w1348,1935-01-24 (año 01 | num. 04)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350124_006.tif,Page,Page 6,29,6,ark:/21198/z1xd3r0n,ark:/21198/z18m00ch,ark:/21198/z1w40kpb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40kpb,1935-01-24 (año 01 | num. 04)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350124_007.tif,Page,Page 7,30,7,ark:/21198/z1xd3r0n,ark:/21198/z18m00ch,ark:/21198/z1rb9tw5,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb9tw5,1935-01-24 (año 01 | num. 04)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350124_008.tif,Page,Page 8,31,8,ark:/21198/z1xd3r0n,ark:/21198/z18m00ch,ark:/21198/z1mk9357,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk9357,1935-01-24 (año 01 | num. 04)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350125_001.tif,Page,Page 1,32,1,ark:/21198/z1xd3r0n,ark:/21198/z14x7z31,ark:/21198/z1gt8bgz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt8bgz,1935-01-25 (año 01 | num. 05)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350125_002.tif,Page,Page 2,33,2,ark:/21198/z1xd3r0n,ark:/21198/z14x7z31,ark:/21198/z1c27ks0,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c27ks0,1935-01-25 (año 01 | num. 05)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350125_003.tif,Page,Page 3,34,3,ark:/21198/z1xd3r0n,ark:/21198/z14x7z31,ark:/21198/z17d5jg0,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d5jg0,1935-01-25 (año 01 | num. 05)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350125_004.tif,Page,Page 4,35,4,ark:/21198/z1xd3r0n,ark:/21198/z14x7z31,ark:/21198/z13n4sr8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4sr8,1935-01-25 (año 01 | num. 05)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350125_005.tif,Page,Page 5,36,5,ark:/21198/z1xd3r0n,ark:/21198/z14x7z31,ark:/21198/z1zw498c,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw498c,1935-01-25 (año 01 | num. 05)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350125_006.tif,Page,Page 6,37,6,ark:/21198/z1xd3r0n,ark:/21198/z14x7z31,ark:/21198/z1v43jg2,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43jg2,1935-01-25 (año 01 | num. 05)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350125_007.tif,Page,Page 7,38,7,ark:/21198/z1xd3r0n,ark:/21198/z14x7z31,ark:/21198/z1qc2srb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2srb,1935-01-25 (año 01 | num. 05)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350125_008.tif,Page,Page 8,39,8,ark:/21198/z1xd3r0n,ark:/21198/z14x7z31,ark:/21198/z1km224r,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km224r,1935-01-25 (año 01 | num. 05)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350126_001.tif,Page,Page 1,40,1,ark:/21198/z1xd3r0n,ark:/21198/z11576df,ark:/21198/z1fv19ck,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv19ck,1935-01-26 (año 01 | num. 06)
Masters/othermasters/DEPpalabra/images/ihc_palabra_19350126_002.tif,Page,Page 2,41,2,ark:/21198/z1xd3r0n,ark:/21198/z11576df,ark:/21198/z1b5981w,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b5981w,1935-01-26 (año 01 | num. 06)
