File Name,Object Type,Title,Item Sequence,Issue Sequence,Visibility,Parent ARK,Issue ARK,Item ARK,Bucketeer State,IIIF Access URL,Range.1
Masters/othermasters/DEPmanana/images/ihc_manana_193404_001.tif,Page,Page 1,1,1,open,ark:/21198/z15q7qm3,ark:/21198/z1225p8z,ark:/21198/z1w984q5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w984q5,1934-04 (vol. 01 | no. 10)
Masters/othermasters/DEPmanana/images/ihc_manana_193404_002.tif,Page,Page 2,2,2,open,ark:/21198/z15q7qm3,ark:/21198/z1225p8z,ark:/21198/z1rj7d0v,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rj7d0v,1934-04 (vol. 01 | no. 10)
