File Name,Object Type,Title,Item Sequence,Issue Sequence,Parent ARK,Issue ARK,Item ARK,Visibility,Bucketeer State,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_001.tif,Page,Page 1,1,1,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1bv9bvc,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9bvc,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_002.tif,Page,Page 2,2,2,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1738m68,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738m68,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_003.tif,Page,Page 3,3,3,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z13b7vgj,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7vgj,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_004.tif,Page,Page 4,4,4,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1zk7bzs,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk7bzs,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_005.tif,Page,Page 5,5,5,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1tt6m5k,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt6m5k,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_006.tif,Page,Page 6,6,6,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1q25vgm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25vgm,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_007.tif,Page,Page 7,7,7,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1k953t5,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k953t5,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_008.tif,Page,Page 8,8,8,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1fn32dt,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn32dt,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_009.tif,Page,Page 9,9,9,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z19w29sf,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w29sf,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_010.tif,Page,Page 10,10,10,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1641k10,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641k10,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_011.tif,Page,Page 11,11,11,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z12c0t8t,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c0t8t,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_012.tif,Page,Page 12,12,12,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1xm09r2,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm09r2,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_013.tif,Page,Page 13,13,13,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1st9k16,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1st9k16,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_014.tif,Page,Page 14,14,14,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1p28td4,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28td4,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_015.tif,Page,Page 15,15,15,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1jd6s17,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd6s17,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss01_Jan1941_016.tif,Page,Page 16,16,16,ark:/21198/z1d816kv,ark:/21198/z14q9q3t,ark:/21198/z1dn61bb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn61bb,1941,1941-01-15 (vol. 01 | no. 01)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_001.tif,Page,Page 1,17,1,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z18w58mm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w58mm,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_002.tif,Page,Page 2,18,2,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1544ht9,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1544ht9,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_003.tif,Page,Page 3,19,3,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z11c3s2j,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c3s2j,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_004.tif,Page,Page 4,20,4,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1wm38mp,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm38mp,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_005.tif,Page,Page 5,21,5,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1rv2j0q,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv2j0q,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_006.tif,Page,Page 6,22,6,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1n60gn5,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n60gn5,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_007.tif,Page,Page 7,23,7,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1hd9r06,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hd9r06,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_008.tif,Page,Page 8,24,8,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1cn906z,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn906z,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_009.tif,Page,Page 9,25,9,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z17w87db,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w87db,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_010.tif,Page,Page 10,26,10,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1447gpx,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1447gpx,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_011.tif,Page,Page 11,27,11,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z10c6r02,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c6r02,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_012.tif,Page,Page 12,28,12,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1vm67j6,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm67j6,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_013.tif,Page,Page 13,29,13,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1qz466r,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qz466r,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_014.tif,Page,Page 14,30,14,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1m63fkp,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m63fkp,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_015.tif,Page,Page 15,31,15,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1gf2ps2,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2ps2,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss02_Feb1941_016.tif,Page,Page 16,32,16,ark:/21198/z1d816kv,ark:/21198/z10z8zf0,ark:/21198/z1bp1z19,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp1z19,1941,1941-02-01 (vol. 01 | no. 02)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_001.tif,Page,Page 1,33,1,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z16x168h,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x168h,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_002.tif,Page,Page 2,34,2,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1350fkj,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1350fkj,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_003.tif,Page,Page 3,35,3,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1zc9z5m,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zc9z5m,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_004.tif,Page,Page 4,36,4,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1tq7ws9,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq7ws9,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_005.tif,Page,Page 5,37,5,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1pz753t,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz753t,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_006.tif,Page,Page 6,38,6,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1k66dbz,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66dbz,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_007.tif,Page,Page 7,39,7,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1ff5njb,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff5njb,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_008.tif,Page,Page 8,40,8,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z19p4wtm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p4wtm,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_009.tif,Page,Page 9,41,9,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z15x4544,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x4544,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_010.tif,Page,Page 10,42,10,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1253dgm,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253dgm,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_011.tif,Page,Page 11,43,11,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1xh1mdn,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1mdn,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_012.tif,Page,Page 12,44,12,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1sr0vqc,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0vqc,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_013.tif,Page,Page 13,45,13,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1p003xf,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p003xf,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_014.tif,Page,Page 14,46,14,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1j69c4p,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j69c4p,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_015.tif,Page,Page 15,47,15,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z1df8mdz,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df8mdz,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss03_Feb1941_016.tif,Page,Page 16,48,16,ark:/21198/z1d816kv,ark:/21198/z1w68fxj,ark:/21198/z18p7vr4,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p7vr4,1941,1941-02-15 (vol. 01 | no. 03)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_001.tif,Page,Page 1,49,1,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z14x742n,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x742n,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_002.tif,Page,Page 2,50,2,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z11852rj,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11852rj,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_003.tif,Page,Page 3,51,3,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1wh4k9q,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4k9q,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_004.tif,Page,Page 4,52,4,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1rr3tgn,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3tgn,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_005.tif,Page,Page 5,53,5,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1n032q5,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n032q5,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_006.tif,Page,Page 6,54,6,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1h72b0v,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h72b0v,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_007.tif,Page,Page 7,55,7,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1cg1kb1,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg1kb1,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_008.tif,Page,Page 8,56,8,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z17q0tqn,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0tqn,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_009.tif,Page,Page 9,57,9,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1418s92,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418s92,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_010.tif,Page,Page 10,58,10,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z10881kq,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10881kq,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_011.tif,Page,Page 11,59,11,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1vh7j3f,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh7j3f,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_012.tif,Page,Page 12,60,12,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1qr6s9t,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr6s9t,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_013.tif,Page,Page 13,61,13,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1m061m7,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m061m7,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_014.tif,Page,Page 14,62,14,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1g758zd,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g758zd,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_015.tif,Page,Page 15,63,15,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z1bg4j90,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4j90,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss04_Mar1941_016.tif,Page,Page 16,64,16,ark:/21198/z1d816kv,ark:/21198/z1rf7q5s,ark:/21198/z16t2gxp,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2gxp,1941,1941-03-01 (vol. 01 | no. 04)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_001.tif,Page,Page 1,65,1,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1321r6p,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321r6p,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_002.tif,Page,Page 2,66,2,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1z917px,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z917px,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_003.tif,Page,Page 3,67,3,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1tj0gxr,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj0gxr,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_004.tif,Page,Page 4,68,4,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1pr9r6w,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pr9r6w,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_005.tif,Page,Page 5,69,5,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1k090k6,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k090k6,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_006.tif,Page,Page 6,70,6,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1fb6z5g,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb6z5g,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_007.tif,Page,Page 7,71,7,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z19k66h1,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k66h1,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_008.tif,Page,Page 8,72,8,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z15t5ftr,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5ftr,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_009.tif,Page,Page 9,73,9,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1224q1v,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1224q1v,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_010.tif,Page,Page 10,74,10,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1x946h3,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x946h3,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_011.tif,Page,Page 11,75,11,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1sj3ftt,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sj3ftt,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_012.tif,Page,Page 12,76,12,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1ns2q6v,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ns2q6v,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_013.tif,Page,Page 13,77,13,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1j40nrz,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40nrz,1941,1941-03-15 (vol. 01 | no. 05)
Masters/othermasters/DEPelfortin/images/ucla_bib21499_vol01_iss05_Mar1941_014.tif,Page,Page 14,78,14,ark:/21198/z1d816kv,ark:/21198/z1mp6zc5,ark:/21198/z1db9x4f,open,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1db9x4f,1941,1941-03-15 (vol. 01 | no. 05)
