File Name,Object Type,Title,Item Sequence,Issue Sequence,Parent ARK,Issue ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550227_001.tif,Page,Page 1,1,1,ark:/21198/z1dc0vmt,ark:/21198/z18m03tk,ark:/21198/z14f4jd4,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f4jd4,1955,1955-02-27 (vol. 01 | no. 01)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550227_002.tif,Page,Page 2,2,2,ark:/21198/z1dc0vmt,ark:/21198/z18m03tk,ark:/21198/z10p3sr9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p3sr9,1955,1955-02-27 (vol. 01 | no. 01)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550227_003.tif,Page,Page 3,3,3,ark:/21198/z1dc0vmt,ark:/21198/z18m03tk,ark:/21198/z1vx399v,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx399v,1955,1955-02-27 (vol. 01 | no. 01)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550227_004.tif,Page,Page 4,4,4,ark:/21198/z1dc0vmt,ark:/21198/z18m03tk,ark:/21198/z1r52jhj,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r52jhj,1955,1955-02-27 (vol. 01 | no. 01)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550227_005.tif,Page,Page 5,5,5,ark:/21198/z1dc0vmt,ark:/21198/z18m03tk,ark:/21198/z1md1sst,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md1sst,1955,1955-02-27 (vol. 01 | no. 01)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550227_006.tif,Page,Page 6,6,6,ark:/21198/z1dc0vmt,ark:/21198/z18m03tk,ark:/21198/z1gn1200,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn1200,1955,1955-02-27 (vol. 01 | no. 01)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550302_001.tif,Page,Page 1,7,1,ark:/21198/z1dc0vmt,ark:/21198/z14t9c45,ark:/21198/z1bw09b5,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bw09b5,1955,1955-03-02 (vol. 01 | no. 02)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550302_002.tif,Page,Page 2,8,2,ark:/21198/z1dc0vmt,ark:/21198/z14t9c45,ark:/21198/z176881x,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz176881x,1955,1955-03-02 (vol. 01 | no. 02)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550302_003.tif,Page,Page 3,9,3,ark:/21198/z1dc0vmt,ark:/21198/z14t9c45,ark:/21198/z13f7hc3,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f7hc3,1955,1955-03-02 (vol. 01 | no. 02)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550302_004.tif,Page,Page 4,10,4,ark:/21198/z1dc0vmt,ark:/21198/z14t9c45,ark:/21198/z1zp70vb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp70vb,1955,1955-03-02 (vol. 01 | no. 02)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550302_005.tif,Page,Page 5,11,5,ark:/21198/z1dc0vmt,ark:/21198/z14t9c45,ark:/21198/z1tx6841,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx6841,1955,1955-03-02 (vol. 01 | no. 02)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550302_006.tif,Page,Page 6,12,6,ark:/21198/z1dc0vmt,ark:/21198/z14t9c45,ark:/21198/z1q55hc5,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q55hc5,1955,1955-03-02 (vol. 01 | no. 02)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550309_001.tif,Page,Page 1,13,1,ark:/21198/z1dc0vmt,ark:/21198/z1128mc9,ark:/21198/z1kd4rnf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd4rnf,1955,1955-03-09 (vol. 01 | no. 03)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550309_002.tif,Page,Page 2,14,2,ark:/21198/z1dc0vmt,ark:/21198/z1128mc9,ark:/21198/z1fn40x3,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn40x3,1955,1955-03-09 (vol. 01 | no. 03)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550309_003.tif,Page,Page 3,15,3,ark:/21198/z1dc0vmt,ark:/21198/z1128mc9,ark:/21198/z1b01zkk,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b01zkk,1955,1955-03-09 (vol. 01 | no. 03)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550309_004.tif,Page,Page 4,16,4,ark:/21198/z1dc0vmt,ark:/21198/z1128mc9,ark:/21198/z16716x4,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16716x4,1955,1955-03-09 (vol. 01 | no. 03)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550309_005.tif,Page,Page 5,17,5,ark:/21198/z1dc0vmt,ark:/21198/z1128mc9,ark:/21198/z12g0g6t,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12g0g6t,1955,1955-03-09 (vol. 01 | no. 03)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550309_006.tif,Page,Page 6,18,6,ark:/21198/z1dc0vmt,ark:/21198/z1128mc9,ark:/21198/z1xp9zp4,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp9zp4,1955,1955-03-09 (vol. 01 | no. 03)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550316_001.tif,Page,Page 1,19,1,ark:/21198/z1dc0vmt,ark:/21198/z1w983xf,ark:/21198/z1sx96xb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx96xb,1955,1955-03-16 (vol. 01 | no. 04)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550316_002.tif,Page,Page 2,20,2,ark:/21198/z1dc0vmt,ark:/21198/z1w983xf,ark:/21198/z1p58g6b,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p58g6b,1955,1955-03-16 (vol. 01 | no. 04)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550316_003.tif,Page,Page 3,21,3,ark:/21198/z1dc0vmt,ark:/21198/z1w983xf,ark:/21198/z1jd7qh2,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jd7qh2,1955,1955-03-16 (vol. 01 | no. 04)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550316_004.tif,Page,Page 4,22,4,ark:/21198/z1dc0vmt,ark:/21198/z1w983xf,ark:/21198/z1dr5p5m,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr5p5m,1955,1955-03-16 (vol. 01 | no. 04)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550316_005.tif,Page,Page 5,23,5,ark:/21198/z1dc0vmt,ark:/21198/z1w983xf,ark:/21198/z1904xh3,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1904xh3,1955,1955-03-16 (vol. 01 | no. 04)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550316_006.tif,Page,Page 6,24,6,ark:/21198/z1dc0vmt,ark:/21198/z1w983xf,ark:/21198/z15745sr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15745sr,1955,1955-03-16 (vol. 01 | no. 04)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550316_007.tif,Page,Page 7,25,7,ark:/21198/z1dc0vmt,ark:/21198/z1w983xf,ark:/21198/z11g3f0j,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11g3f0j,1955,1955-03-16 (vol. 01 | no. 04)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550316_008.tif,Page,Page 8,26,8,ark:/21198/z1dc0vmt,ark:/21198/z1w983xf,ark:/21198/z1wq2xj9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wq2xj9,1955,1955-03-16 (vol. 01 | no. 04)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550323_001.tif,Page,Page 1,27,1,ark:/21198/z1dc0vmt,ark:/21198/z1rn62jj,ark:/21198/z1rz25sh,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rz25sh,1955,1955-03-23 (vol. 01 | no. 05)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550323_002.tif,Page,Page 2,28,2,ark:/21198/z1dc0vmt,ark:/21198/z1rn62jj,ark:/21198/z1n904h8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n904h8,1955,1955-03-23 (vol. 01 | no. 05)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550323_003.tif,Page,Page 3,29,3,ark:/21198/z1dc0vmt,ark:/21198/z1rn62jj,ark:/21198/z1hh9cs0,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh9cs0,1955,1955-03-23 (vol. 01 | no. 05)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550323_004.tif,Page,Page 4,30,4,ark:/21198/z1dc0vmt,ark:/21198/z1rn62jj,ark:/21198/z1cr8n4k,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr8n4k,1955,1955-03-23 (vol. 01 | no. 05)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550323_005.tif,Page,Page 5,31,5,ark:/21198/z1dc0vmt,ark:/21198/z1rn62jj,ark:/21198/z1807wd5,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1807wd5,1955,1955-03-23 (vol. 01 | no. 05)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550323_006.tif,Page,Page 6,32,6,ark:/21198/z1dc0vmt,ark:/21198/z1rn62jj,ark:/21198/z14774nc,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14774nc,1955,1955-03-23 (vol. 01 | no. 05)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550323_007.tif,Page,Page 7,33,7,ark:/21198/z1dc0vmt,ark:/21198/z1rn62jj,ark:/21198/z10g6cw6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10g6cw6,1955,1955-03-23 (vol. 01 | no. 05)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550323_008.tif,Page,Page 8,34,8,ark:/21198/z1dc0vmt,ark:/21198/z1rn62jj,ark:/21198/z1vq5wcg,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vq5wcg,1955,1955-03-23 (vol. 01 | no. 05)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_001.tif,Page,Page 1,35,1,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1r23v37,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r23v37,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_002.tif,Page,Page 2,36,2,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1m933bf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m933bf,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_003.tif,Page,Page 3,37,3,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1gj2bq2,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj2bq2,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_004.tif,Page,Page 4,38,4,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1bs1kxf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs1kxf,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_005.tif,Page,Page 5,39,5,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1710v6f,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1710v6f,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_006.tif,Page,Page 6,40,6,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z13803fn,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13803fn,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_007.tif,Page,Page 7,41,7,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1zg9kzd,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg9kzd,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_008.tif,Page,Page 8,42,8,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1tt7jpv,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt7jpv,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_009.tif,Page,Page 9,43,9,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1q26szf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q26szf,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550330_010.tif,Page,Page 10,44,10,ark:/21198/z1dc0vmt,ark:/21198/z1mw59v8,ark:/21198/z1k9628z,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k9628z,1955,1955-03-30 (vol. 01 | no. 06)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550406_001.tif,Page,Page 1,45,1,ark:/21198/z1dc0vmt,ark:/21198/z1h44k65,ark:/21198/z1fj59j7,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj59j7,1955,1955-04-06 (vol. 01 | no. 07)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550406_002.tif,Page,Page 2,46,2,ark:/21198/z1dc0vmt,ark:/21198/z1h44k65,ark:/21198/z19s4jrm,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s4jrm,1955,1955-04-06 (vol. 01 | no. 07)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550406_003.tif,Page,Page 3,47,3,ark:/21198/z1dc0vmt,ark:/21198/z1h44k65,ark:/21198/z1613t1m,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1613t1m,1955,1955-04-06 (vol. 01 | no. 07)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550406_004.tif,Page,Page 4,48,4,ark:/21198/z1dc0vmt,ark:/21198/z1h44k65,ark:/21198/z128328t,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz128328t,1955,1955-04-06 (vol. 01 | no. 07)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550406_005.tif,Page,Page 5,49,5,ark:/21198/z1dc0vmt,ark:/21198/z1h44k65,ark:/21198/z1xm188r,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm188r,1955,1955-04-06 (vol. 01 | no. 07)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550406_006.tif,Page,Page 6,50,6,ark:/21198/z1dc0vmt,ark:/21198/z1h44k65,ark:/21198/z1sv0hj1,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sv0hj1,1955,1955-04-06 (vol. 01 | no. 07)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550406_007.tif,Page,Page 7,51,7,ark:/21198/z1dc0vmt,ark:/21198/z1h44k65,ark:/21198/z1p29rwz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p29rwz,1955,1955-04-06 (vol. 01 | no. 07)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550406_008.tif,Page,Page 8,52,8,ark:/21198/z1dc0vmt,ark:/21198/z1h44k65,ark:/21198/z1j99151,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j99151,1955,1955-04-06 (vol. 01 | no. 07)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550413_001.tif,Page,Page 1,53,1,ark:/21198/z1dc0vmt,ark:/21198/z1cc3tf0,ark:/21198/z1dj88dv,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj88dv,1955,1955-04-13 (vol. 01 | no. 08)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550413_002.tif,Page,Page 2,54,2,ark:/21198/z1dc0vmt,ark:/21198/z1cc3tf0,ark:/21198/z18s7hnp,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s7hnp,1955,1955-04-13 (vol. 01 | no. 08)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550413_003.tif,Page,Page 3,55,3,ark:/21198/z1dc0vmt,ark:/21198/z1cc3tf0,ark:/21198/z1516rx8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1516rx8,1955,1955-04-13 (vol. 01 | no. 08)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550413_004.tif,Page,Page 4,56,4,ark:/21198/z1dc0vmt,ark:/21198/z1cc3tf0,ark:/21198/z11c4qm8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c4qm8,1955,1955-04-13 (vol. 01 | no. 08)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550413_005.tif,Page,Page 5,57,5,ark:/21198/z1dc0vmt,ark:/21198/z1cc3tf0,ark:/21198/z1wm474c,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm474c,1955,1955-04-13 (vol. 01 | no. 08)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550413_006.tif,Page,Page 6,58,6,ark:/21198/z1dc0vmt,ark:/21198/z1cc3tf0,ark:/21198/z1rv3ggj,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv3ggj,1955,1955-04-13 (vol. 01 | no. 08)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550413_007.tif,Page,Page 7,59,7,ark:/21198/z1dc0vmt,ark:/21198/z1cc3tf0,ark:/21198/z1n32qp7,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n32qp7,1955,1955-04-13 (vol. 01 | no. 08)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550413_008.tif,Page,Page 8,60,8,ark:/21198/z1dc0vmt,ark:/21198/z1cc3tf0,ark:/21198/z1hb1zzh,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb1zzh,1955,1955-04-13 (vol. 01 | no. 08)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550420_001.tif,Page,Page 1,61,1,ark:/21198/z1dc0vmt,ark:/21198/z17m32p6,ark:/21198/z1ck175p,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck175p,1955,1955-04-20 (vol. 01 | no. 09)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550420_002.tif,Page,Page 2,62,2,ark:/21198/z1dc0vmt,ark:/21198/z17m32p6,ark:/21198/z17t0gfz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17t0gfz,1955,1955-04-20 (vol. 01 | no. 09)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550420_003.tif,Page,Page 3,63,3,ark:/21198/z1dc0vmt,ark:/21198/z17m32p6,ark:/21198/z1448f55,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1448f55,1955,1955-04-20 (vol. 01 | no. 09)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550420_004.tif,Page,Page 4,64,4,ark:/21198/z1dc0vmt,ark:/21198/z17m32p6,ark:/21198/z10c7pgw,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c7pgw,1955,1955-04-20 (vol. 01 | no. 09)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550420_005.tif,Page,Page 5,65,5,ark:/21198/z1dc0vmt,ark:/21198/z17m32p6,ark:/21198/z1vm7600,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm7600,1955,1955-04-20 (vol. 01 | no. 09)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550420_006.tif,Page,Page 6,66,6,ark:/21198/z1dc0vmt,ark:/21198/z17m32p6,ark:/21198/z1qv6f88,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv6f88,1955,1955-04-20 (vol. 01 | no. 09)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550420_007.tif,Page,Page 7,67,7,ark:/21198/z1dc0vmt,ark:/21198/z17m32p6,ark:/21198/z1m35pgz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m35pgz,1955,1955-04-20 (vol. 01 | no. 09)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550420_008.tif,Page,Page 8,68,8,ark:/21198/z1dc0vmt,ark:/21198/z17m32p6,ark:/21198/z1gb4xr7,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb4xr7,1955,1955-04-20 (vol. 01 | no. 09)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550429_001.tif,Page,Page 1,69,1,ark:/21198/z1dc0vmt,ark:/21198/z13v29wk,ark:/21198/z1bk4619,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk4619,1955,1955-04-29 (vol. 01 | no. 10)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550429_002.tif,Page,Page 2,70,2,ark:/21198/z1dc0vmt,ark:/21198/z13v29wk,ark:/21198/z16x24ss,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x24ss,1955,1955-04-29 (vol. 01 | no. 10)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550429_003.tif,Page,Page 3,71,3,ark:/21198/z1dc0vmt,ark:/21198/z13v29wk,ark:/21198/z1351d37,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1351d37,1955,1955-04-29 (vol. 01 | no. 10)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550429_004.tif,Page,Page 4,72,4,ark:/21198/z1dc0vmt,ark:/21198/z13v29wk,ark:/21198/z1zd0wn0,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0wn0,1955,1955-04-29 (vol. 01 | no. 10)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550429_005.tif,Page,Page 5,73,5,ark:/21198/z1dc0vmt,ark:/21198/z13v29wk,ark:/21198/z1tn04w6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tn04w6,1955,1955-04-29 (vol. 01 | no. 10)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550429_006.tif,Page,Page 6,74,6,ark:/21198/z1dc0vmt,ark:/21198/z13v29wk,ark:/21198/z1pv9d4w,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv9d4w,1955,1955-04-29 (vol. 01 | no. 10)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550429_007.tif,Page,Page 7,75,7,ark:/21198/z1dc0vmt,ark:/21198/z13v29wk,ark:/21198/z1k38nc1,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k38nc1,1955,1955-04-29 (vol. 01 | no. 10)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550429_008.tif,Page,Page 8,76,8,ark:/21198/z1dc0vmt,ark:/21198/z13v29wk,ark:/21198/z1fb7wpr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb7wpr,1955,1955-04-29 (vol. 01 | no. 10)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550506_001.tif,Page,Page 1,77,1,ark:/21198/z1dc0vmt,ark:/21198/z1031k61,ark:/21198/z19p5vb9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p5vb9,1955,1955-05-06 (vol. 01 | no. 11)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550506_002.tif,Page,Page 2,78,2,ark:/21198/z1dc0vmt,ark:/21198/z1031k61,ark:/21198/z15x53nd,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x53nd,1955,1955-05-06 (vol. 01 | no. 11)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550506_003.tif,Page,Page 3,79,3,ark:/21198/z1dc0vmt,ark:/21198/z1031k61,ark:/21198/z1254bzf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1254bzf,1955,1955-05-06 (vol. 01 | no. 11)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550506_004.tif,Page,Page 4,80,4,ark:/21198/z1dc0vmt,ark:/21198/z1031k61,ark:/21198/z1xd3vd8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd3vd8,1955,1955-05-06 (vol. 01 | no. 11)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550506_005.tif,Page,Page 5,81,5,ark:/21198/z1dc0vmt,ark:/21198/z1031k61,ark:/21198/z1sn33qc,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn33qc,1955,1955-05-06 (vol. 01 | no. 11)
Masters/othermasters/DEPrespuestas/images/ihc_respuestas_19550506_006.tif,Page,Page 6,82,6,ark:/21198/z1dc0vmt,ark:/21198/z1031k61,ark:/21198/z1nw2bz6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw2bz6,1955,1955-05-06 (vol. 01 | no. 11)
