File Name,Object Type,Title,Item Sequence,Issue Sequence,Visibility,Parent ARK,Issue ARK,Item ARK,Bucketeer State,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510103_001.tif,Page,Page 1,1,1,open,ark:/21198/z1710v9s,ark:/21198/z13b8t07,ark:/21198/z1n904ph,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n904ph,1951,1951-01-03 (vol. 01 | no. 18)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510103_002.tif,Page,Page 2,2,2,open,ark:/21198/z1710v9s,ark:/21198/z13b8t07,ark:/21198/z1hh9cxs,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hh9cxs,1951,1951-01-03 (vol. 01 | no. 18)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510103_003.tif,Page,Page 3,3,3,open,ark:/21198/z1710v9s,ark:/21198/z13b8t07,ark:/21198/z1cr8n7x,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cr8n7x,1951,1951-01-03 (vol. 01 | no. 18)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510103_004.tif,Page,Page 4,4,4,open,ark:/21198/z1710v9s,ark:/21198/z13b8t07,ark:/21198/z1807wjz,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1807wjz,1951,1951-01-03 (vol. 01 | no. 18)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510103_005.tif,Page,Page 5,5,5,open,ark:/21198/z1710v9s,ark:/21198/z13b8t07,ark:/21198/z14b5v52,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b5v52,1951,1951-01-03 (vol. 01 | no. 18)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510103_006.tif,Page,Page 6,6,6,open,ark:/21198/z1710v9s,ark:/21198/z13b8t07,ark:/21198/z10k53g5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k53g5,1951,1951-01-03 (vol. 01 | no. 18)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510103_007.tif,Page,Page 7,7,7,open,ark:/21198/z1710v9s,ark:/21198/z13b8t07,ark:/21198/z1vt4m1b,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt4m1b,1951,1951-01-03 (vol. 01 | no. 18)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510103_008.tif,Page,Page 8,8,8,open,ark:/21198/z1710v9s,ark:/21198/z13b8t07,ark:/21198/z1r23v8g,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r23v8g,1951,1951-01-03 (vol. 01 | no. 18)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510104_001.tif,Page,Page 1,9,1,open,ark:/21198/z1710v9s,ark:/21198/z1zk89jc,ark:/21198/z1m933g7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m933g7,1951,1951-01-04 (vol. 01 | no. 19)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510104_002.tif,Page,Page 2,10,2,open,ark:/21198/z1710v9s,ark:/21198/z1zk89jc,ark:/21198/z1gj2btd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gj2btd,1951,1951-01-04 (vol. 01 | no. 19)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510104_003.tif,Page,Page 3,11,3,open,ark:/21198/z1710v9s,ark:/21198/z1zk89jc,ark:/21198/z1bs1m2n,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs1m2n,1951,1951-01-04 (vol. 01 | no. 19)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510104_004.tif,Page,Page 4,12,4,open,ark:/21198/z1710v9s,ark:/21198/z1zk89jc,ark:/21198/z1739jsf,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1739jsf,1951,1951-01-04 (vol. 01 | no. 19)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510104_005.tif,Page,Page 5,13,5,open,ark:/21198/z1710v9s,ark:/21198/z1zk89jc,ark:/21198/z13b8t24,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b8t24,1951,1951-01-04 (vol. 01 | no. 19)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510104_006.tif,Page,Page 6,14,6,open,ark:/21198/z1710v9s,ark:/21198/z1zk89jc,ark:/21198/z1zk89kt,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zk89kt,1951,1951-01-04 (vol. 01 | no. 19)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510104_007.tif,Page,Page 7,15,7,open,ark:/21198/z1710v9s,ark:/21198/z1zk89jc,ark:/21198/z1tt7jtn,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt7jtn,1951,1951-01-04 (vol. 01 | no. 19)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510104_008.tif,Page,Page 8,16,8,open,ark:/21198/z1710v9s,ark:/21198/z1zk89jc,ark:/21198/z1q26t26,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q26t26,1951,1951-01-04 (vol. 01 | no. 19)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510105_001.tif,Page,Page 1,17,1,open,ark:/21198/z1710v9s,ark:/21198/z1tt7js6,ark:/21198/z1k962c9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k962c9,1951,1951-01-05 (vol. 01 | no. 20)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510105_002.tif,Page,Page 2,18,2,open,ark:/21198/z1710v9s,ark:/21198/z1tt7js6,ark:/21198/z1fj59p1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj59p1,1951,1951-01-05 (vol. 01 | no. 20)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510105_003.tif,Page,Page 3,19,3,open,ark:/21198/z1710v9s,ark:/21198/z1tt7js6,ark:/21198/z19w38dg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w38dg,1951,1951-01-05 (vol. 01 | no. 20)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510105_004.tif,Page,Page 4,20,4,open,ark:/21198/z1710v9s,ark:/21198/z1tt7js6,ark:/21198/z1642hnm,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1642hnm,1951,1951-01-05 (vol. 01 | no. 20)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510105_005.tif,Page,Page 5,21,5,open,ark:/21198/z1710v9s,ark:/21198/z1tt7js6,ark:/21198/z12c1rzb,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c1rzb,1951,1951-01-05 (vol. 01 | no. 20)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510105_006.tif,Page,Page 6,22,6,open,ark:/21198/z1710v9s,ark:/21198/z1tt7js6,ark:/21198/z1xm18dj,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm18dj,1951,1951-01-05 (vol. 01 | no. 20)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510105_007.tif,Page,Page 7,23,7,open,ark:/21198/z1710v9s,ark:/21198/z1tt7js6,ark:/21198/z1sv0hnc,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sv0hnc,1951,1951-01-05 (vol. 01 | no. 20)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510105_008.tif,Page,Page 8,24,8,open,ark:/21198/z1710v9s,ark:/21198/z1tt7js6,ark:/21198/z1p29s0q,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p29s0q,1951,1951-01-05 (vol. 01 | no. 20)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510106_001.tif,Page,Page 1,25,1,open,ark:/21198/z1710v9s,ark:/21198/z1q26t1r,ark:/21198/z1j9919t,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j9919t,1951,1951-01-06 (vol. 01 | no. 21)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510106_002.tif,Page,Page 2,26,2,open,ark:/21198/z1710v9s,ark:/21198/z1q26t1r,ark:/21198/z1dn6zx4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dn6zx4,1951,1951-01-06 (vol. 01 | no. 21)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510106_003.tif,Page,Page 3,27,3,open,ark:/21198/z1710v9s,ark:/21198/z1q26t1r,ark:/21198/z18w677n,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18w677n,1951,1951-01-06 (vol. 01 | no. 21)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510106_004.tif,Page,Page 4,28,4,open,ark:/21198/z1710v9s,ark:/21198/z1q26t1r,ark:/21198/z1545gh7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1545gh7,1951,1951-01-06 (vol. 01 | no. 21)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510106_005.tif,Page,Page 5,29,5,open,ark:/21198/z1710v9s,ark:/21198/z1q26t1r,ark:/21198/z11c4qr2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11c4qr2,1951,1951-01-06 (vol. 01 | no. 21)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510107_001.tif,Page,Page 1,30,1,open,ark:/21198/z1710v9s,ark:/21198/z1k962bv,ark:/21198/z1wm477q,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wm477q,1951,1951-01-07 (vol. 01 | no. 22)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510107_002.tif,Page,Page 2,31,2,open,ark:/21198/z1710v9s,ark:/21198/z1k962bv,ark:/21198/z1rv3gkw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rv3gkw,1951,1951-01-07 (vol. 01 | no. 22)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510107_003.tif,Page,Page 3,32,3,open,ark:/21198/z1710v9s,ark:/21198/z1k962bv,ark:/21198/z1n32qt1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n32qt1,1951,1951-01-07 (vol. 01 | no. 22)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510107_004.tif,Page,Page 4,33,4,open,ark:/21198/z1710v9s,ark:/21198/z1k962bv,ark:/21198/z1hf0pjg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hf0pjg,1951,1951-01-07 (vol. 01 | no. 22)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510107_005.tif,Page,Page 5,34,5,open,ark:/21198/z1710v9s,ark:/21198/z1k962bv,ark:/21198/z1cn9xt6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cn9xt6,1951,1951-01-07 (vol. 01 | no. 22)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510107_006.tif,Page,Page 6,35,6,open,ark:/21198/z1710v9s,ark:/21198/z1k962bv,ark:/21198/z17w962t,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17w962t,1951,1951-01-07 (vol. 01 | no. 22)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510107_007.tif,Page,Page 7,36,7,open,ark:/21198/z1710v9s,ark:/21198/z1k962bv,ark:/21198/z1448f9z,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1448f9z,1951,1951-01-07 (vol. 01 | no. 22)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510107_008.tif,Page,Page 8,37,8,open,ark:/21198/z1710v9s,ark:/21198/z1k962bv,ark:/21198/z10c7pk7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10c7pk7,1951,1951-01-07 (vol. 01 | no. 22)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510109_001.tif,Page,Page 1,38,1,open,ark:/21198/z1710v9s,ark:/21198/z1fj59m4,ark:/21198/z1vm763b,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm763b,1951,1951-01-09 (vol. 01 | no. 24)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510109_002.tif,Page,Page 2,39,2,open,ark:/21198/z1710v9s,ark:/21198/z1fj59m4,ark:/21198/z1qv6fd2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv6fd2,1951,1951-01-09 (vol. 01 | no. 24)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510109_003.tif,Page,Page 3,40,3,open,ark:/21198/z1710v9s,ark:/21198/z1fj59m4,ark:/21198/z1m64d58,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m64d58,1951,1951-01-09 (vol. 01 | no. 24)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510109_004.tif,Page,Page 4,41,4,open,ark:/21198/z1710v9s,ark:/21198/z1fj59m4,ark:/21198/z1gf3nd3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf3nd3,1951,1951-01-09 (vol. 01 | no. 24)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510109_005.tif,Page,Page 5,42,5,open,ark:/21198/z1710v9s,ark:/21198/z1fj59m4,ark:/21198/z1bp2wqt,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bp2wqt,1951,1951-01-09 (vol. 01 | no. 24)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510109_006.tif,Page,Page 6,43,6,open,ark:/21198/z1710v9s,ark:/21198/z1fj59m4,ark:/21198/z16x24xk,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16x24xk,1951,1951-01-09 (vol. 01 | no. 24)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510109_007.tif,Page,Page 7,44,7,open,ark:/21198/z1710v9s,ark:/21198/z1fj59m4,ark:/21198/z1351d6k,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1351d6k,1951,1951-01-09 (vol. 01 | no. 24)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510109_008.tif,Page,Page 8,45,8,open,ark:/21198/z1710v9s,ark:/21198/z1fj59m4,ark:/21198/z1zd0wrb,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd0wrb,1951,1951-01-09 (vol. 01 | no. 24)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510110_001.tif,Page,Page 1,46,1,open,ark:/21198/z1710v9s,ark:/21198/z19s4jvz,ark:/21198/z1tn051d,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tn051d,1951,1951-01-10 (vol. 01 | no. 25)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510110_002.tif,Page,Page 2,47,2,open,ark:/21198/z1710v9s,ark:/21198/z19s4jvz,ark:/21198/z1pz83p0,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz83p0,1951,1951-01-10 (vol. 01 | no. 25)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510110_003.tif,Page,Page 3,48,3,open,ark:/21198/z1710v9s,ark:/21198/z19s4jvz,ark:/21198/z1k67c0f,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k67c0f,1951,1951-01-10 (vol. 01 | no. 25)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510110_004.tif,Page,Page 4,49,4,open,ark:/21198/z1710v9s,ark:/21198/z19s4jvz,ark:/21198/z1ff6m78,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ff6m78,1951,1951-01-10 (vol. 01 | no. 25)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510110_005.tif,Page,Page 5,50,5,open,ark:/21198/z1710v9s,ark:/21198/z19s4jvz,ark:/21198/z19p5vg3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19p5vg3,1951,1951-01-10 (vol. 01 | no. 25)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510110_006.tif,Page,Page 6,51,6,open,ark:/21198/z1710v9s,ark:/21198/z19s4jvz,ark:/21198/z15x53rr,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15x53rr,1951,1951-01-10 (vol. 01 | no. 25)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510110_007.tif,Page,Page 7,52,7,open,ark:/21198/z1710v9s,ark:/21198/z19s4jvz,ark:/21198/z1254c3n,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1254c3n,1951,1951-01-10 (vol. 01 | no. 25)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510110_008.tif,Page,Page 8,53,8,open,ark:/21198/z1710v9s,ark:/21198/z19s4jvz,ark:/21198/z1xd3vkh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd3vkh,1951,1951-01-10 (vol. 01 | no. 25)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510111_001.tif,Page,Page 1,54,1,open,ark:/21198/z1710v9s,ark:/21198/z1642hkq,ark:/21198/z1sr1t8h,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr1t8h,1951,1951-01-11 (vol. 01 | no. 26)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510111_002.tif,Page,Page 2,55,2,open,ark:/21198/z1710v9s,ark:/21198/z1642hkq,ark:/21198/z1p012jg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p012jg,1951,1951-01-11 (vol. 01 | no. 26)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510111_003.tif,Page,Page 3,56,3,open,ark:/21198/z1710v9s,ark:/21198/z1642hkq,ark:/21198/z1j709s9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j709s9,1951,1951-01-11 (vol. 01 | no. 26)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510111_004.tif,Page,Page 4,57,4,open,ark:/21198/z1710v9s,ark:/21198/z1642hkq,ark:/21198/z1df9k10,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df9k10,1951,1951-01-11 (vol. 01 | no. 26)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510111_005.tif,Page,Page 5,58,5,open,ark:/21198/z1710v9s,ark:/21198/z1642hkq,ark:/21198/z18p8tbq,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p8tbq,1951,1951-01-11 (vol. 01 | no. 26)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510111_006.tif,Page,Page 6,59,6,open,ark:/21198/z1710v9s,ark:/21198/z1642hkq,ark:/21198/z14x82nt,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x82nt,1951,1951-01-11 (vol. 01 | no. 26)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510111_007.tif,Page,Page 7,60,7,open,ark:/21198/z1710v9s,ark:/21198/z1642hkq,ark:/21198/z11579zv,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11579zv,1951,1951-01-11 (vol. 01 | no. 26)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510111_008.tif,Page,Page 8,61,8,open,ark:/21198/z1710v9s,ark:/21198/z1642hkq,ark:/21198/z1wh5hww,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh5hww,1951,1951-01-11 (vol. 01 | no. 26)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510112_001.tif,Page,Page 1,62,1,open,ark:/21198/z1710v9s,ark:/21198/z12c1rxw,ark:/21198/z1rr4s44,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4s44,1951,1951-01-12 (vol. 01 | no. 27)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510112_002.tif,Page,Page 2,63,2,open,ark:/21198/z1710v9s,ark:/21198/z12c1rxw,ark:/21198/z1n041fj,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n041fj,1951,1951-01-12 (vol. 01 | no. 27)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510112_003.tif,Page,Page 3,64,3,open,ark:/21198/z1710v9s,ark:/21198/z12c1rxw,ark:/21198/z1h738nx,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h738nx,1951,1951-01-12 (vol. 01 | no. 27)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510112_004.tif,Page,Page 4,65,4,open,ark:/21198/z1710v9s,ark:/21198/z12c1rxw,ark:/21198/z1cg2hzn,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg2hzn,1951,1951-01-12 (vol. 01 | no. 27)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510112_005.tif,Page,Page 5,66,5,open,ark:/21198/z1710v9s,ark:/21198/z12c1rxw,ark:/21198/z17q1sbp,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q1sbp,1951,1951-01-12 (vol. 01 | no. 27)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510112_006.tif,Page,Page 6,67,6,open,ark:/21198/z1710v9s,ark:/21198/z12c1rxw,ark:/21198/z1419qxp,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1419qxp,1951,1951-01-12 (vol. 01 | no. 27)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510112_007.tif,Page,Page 7,68,7,open,ark:/21198/z1710v9s,ark:/21198/z12c1rxw,ark:/21198/z108906r,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz108906r,1951,1951-01-12 (vol. 01 | no. 27)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510112_008.tif,Page,Page 8,69,8,open,ark:/21198/z1710v9s,ark:/21198/z12c1rxw,ark:/21198/z1vh8gsz,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh8gsz,1951,1951-01-12 (vol. 01 | no. 27)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_001.tif,Page,Page 1,70,1,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z1qr7r16,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr7r16,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_002.tif,Page,Page 2,71,2,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z1m07095,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m07095,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_003.tif,Page,Page 3,72,3,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z1g767kf,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g767kf,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_004.tif,Page,Page 4,73,4,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z1bg5gxm,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg5gxm,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_005.tif,Page,Page 5,74,5,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z16t3fh8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t3fh8,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_006.tif,Page,Page 6,75,6,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z1322psv,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1322psv,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_007.tif,Page,Page 7,76,7,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z1z926bd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z926bd,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_008.tif,Page,Page 8,77,8,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z1tj1fk7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj1fk7,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510113_009.tif,Page,Page 9,78,9,open,ark:/21198/z1710v9s,ark:/21198/z1xm18c3,ark:/21198/z1ps0pt2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps0pt2,1951,1951-01-13 (vol. 01 | no. 28)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510114_001.tif,Page,Page 1,79,1,open,ark:/21198/z1710v9s,ark:/21198/z1sv0hmx,ark:/21198/z1k09z4z,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k09z4z,1951,1951-01-14 (vol. 01 | no. 29)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510114_002.tif,Page,Page 2,80,2,open,ark:/21198/z1710v9s,ark:/21198/z1sv0hmx,ark:/21198/z1f796f2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f796f2,1951,1951-01-14 (vol. 01 | no. 29)
Masters/othermasters/DEPultimahora/images/1951/ihc_ultimahora_19510114_003.tif,Page,Page 3,81,3,open,ark:/21198/z1710v9s,ark:/21198/z1sv0hmx,ark:/21198/z19k7542,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k7542,1951,1951-01-14 (vol. 01 | no. 29)
