File Name,Object Type,Title,Item Sequence,Issue Sequence,Parent ARK,Issue ARK,Item ARK,Bucketeer State,Visibility,IIIF Access URL,Range.1,Range.2
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_001.tif,Page,Page 1,1,1,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1kw81z4,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw81z4,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_002.tif,Page,Page 2,2,2,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1g4798k,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g4798k,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_003.tif,Page,Page 3,3,3,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1bg5801,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg5801,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_004.tif,Page,Page 4,4,4,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z16q4h7v,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q4h7v,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_005.tif,Page,Page 5,5,5,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z12z3rh4,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z3rh4,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_006.tif,Page,Page 6,6,6,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1z637z7,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z637z7,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_007.tif,Page,Page 7,7,7,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1tf2h8c,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf2h8c,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_008.tif,Page,Page 8,8,8,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1pp1rmj,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp1rmj,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_009.tif,Page,Page 9,9,9,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1jx10w6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx10w6,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_010.tif,Page,Page 10,10,10,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1f78zhp,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f78zhp,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_011.tif,Page,Page 11,11,11,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z19g86ts,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g86ts,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_012.tif,Page,Page 12,12,12,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z15q7g21,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q7g21,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_013.tif,Page,Page 13,13,13,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z11z6qb9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z6qb9,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_014.tif,Page,Page 14,14,14,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1x666v9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x666v9,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_015.tif,Page,Page 15,15,15,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1sf5g5f,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf5g5f,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_016.tif,Page,Page 16,16,16,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1np4qd8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np4qd8,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_017.tif,Page,Page 17,17,17,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1j12p41,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j12p41,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450416_018.tif,Page,Page 18,18,18,ark:/21198/z13j5z8d,ark:/21198/z1v14q5f,ark:/21198/z1d81xd9,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d81xd9,1945,1945-04-16 (año 02 | no. 03)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_001.tif,Page,Page 1,19,1,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z18h15nh,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18h15nh,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_002.tif,Page,Page 2,20,2,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z14r0dvw,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14r0dvw,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_003.tif,Page,Page 3,21,3,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z10z9p6x,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10z9p6x,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_004.tif,Page,Page 4,22,4,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1w695qx,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w695qx,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_005.tif,Page,Page 5,23,5,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1rf8f12,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rf8f12,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_006.tif,Page,Page 6,24,6,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1ms6cr3,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ms6cr3,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_007.tif,Page,Page 7,25,7,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1h15n0n,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h15n0n,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_008.tif,Page,Page 8,26,8,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1c84w8x,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c84w8x,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_009.tif,Page,Page 9,27,9,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z17h44gp,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17h44gp,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_010.tif,Page,Page 10,28,10,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z13r3csd,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r3csd,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_011.tif,Page,Page 11,29,11,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1002n3v,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1002n3v,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_012.tif,Page,Page 12,30,12,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1vb0v1w,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vb0v1w,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_013.tif,Page,Page 13,31,13,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1qk0383,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qk0383,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_014.tif,Page,Page 14,32,14,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1ks9bk8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ks9bk8,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_015.tif,Page,Page 15,33,15,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1g18ksz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g18ksz,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_016.tif,Page,Page 16,34,16,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1b87v2n,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b87v2n,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_017.tif,Page,Page 17,35,17,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z16h73cr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h73cr,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_018.tif,Page,Page 18,36,18,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z12r6bpg,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r6bpg,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_019.tif,Page,Page 19,37,19,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1z34jmt,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z34jmt,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_020.tif,Page,Page 20,38,20,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1tb3sw3,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tb3sw3,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_021.tif,Page,Page 21,39,21,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1pk3255,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pk3255,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_022.tif,Page,Page 22,40,22,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1jt29cj,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt29cj,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_023.tif,Page,Page 23,41,23,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1f21jmp,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21jmp,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_024.tif,Page,Page 24,42,24,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1990szv,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1990szv,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_025.tif,Page,Page 25,43,25,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z15j027x,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15j027x,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_026.tif,Page,Page 26,44,26,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z11v80xz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11v80xz,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_027.tif,Page,Page 27,45,27,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1x37hgf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x37hgf,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_028.tif,Page,Page 28,46,28,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1sb6rq8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sb6rq8,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_029.tif,Page,Page 29,47,29,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1nk60zg,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nk60zg,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450820_030.tif,Page,Page 30,48,30,ark:/21198/z13j5z8d,ark:/21198/z1q83zg5,ark:/21198/z1ht5875,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ht5875,1945,1945-08-20 (año 02 | no. 07)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_001.tif,Page,Page 1,49,1,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1d24hj6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d24hj6,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_002.tif,Page,Page 2,50,2,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1893rvx,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1893rvx,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_003.tif,Page,Page 3,51,3,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z14n1qjx,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14n1qjx,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_004.tif,Page,Page 4,52,4,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z10w0zsr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10w0zsr,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_005.tif,Page,Page 5,53,5,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1w40gbm,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w40gbm,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_006.tif,Page,Page 6,54,6,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1rb9qjf,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rb9qjf,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_007.tif,Page,Page 7,55,7,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1mk8ztq,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mk8ztq,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_008.tif,Page,Page 8,56,8,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1gt8747,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt8747,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_009.tif,Page,Page 9,57,9,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1c27gf8,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c27gf8,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_010.tif,Page,Page 10,58,10,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z17d5f48,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d5f48,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_011.tif,Page,Page 11,59,11,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z13n4pdj,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4pdj,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_012.tif,Page,Page 12,60,12,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1zw45ws,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw45ws,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_013.tif,Page,Page 13,61,13,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1v43f3w,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43f3w,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_014.tif,Page,Page 14,62,14,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1qc2pdm,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2pdm,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_015.tif,Page,Page 15,63,15,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1km1xrs,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km1xrs,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_016.tif,Page,Page 16,64,16,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1fv160d,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv160d,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_017.tif,Page,Page 17,65,17,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1b594pr,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b594pr,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_018.tif,Page,Page 18,66,18,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z16d8d0w,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d8d0w,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_019.tif,Page,Page 19,67,19,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z12n7n7q,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7n7q,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_020.tif,Page,Page 20,68,20,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1xw74qz,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw74qz,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_021.tif,Page,Page 21,69,21,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1t46d0z,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46d0z,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_022.tif,Page,Page 22,70,22,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1pc5n9p,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5n9p,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450827_023.tif,Page,Page 23,71,23,ark:/21198/z13j5z8d,ark:/21198/z1kh36px,ark:/21198/z1jm4wmd,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4wmd,1945,1945-08-27 (año 02 | no. desconocido)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_001.tif,Page,Page 1,72,1,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z1dz2v9d,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz2v9d,1945,1945-09-03 (año 02 | no. 09)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_002.tif,Page,Page 2,73,2,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z19623jx,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19623jx,1945,1945-09-03 (año 02 | no. 09)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_003.tif,Page,Page 3,74,3,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z15f1bt6,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f1bt6,1945,1945-09-03 (año 02 | no. 09)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_004.tif,Page,Page 4,75,4,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z11p0m10,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0m10,1945,1945-09-03 (año 02 | no. 09)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_005.tif,Page,Page 5,76,5,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z1wx03mk,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx03mk,1945,1945-09-03 (año 02 | no. 09)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_006.tif,Page,Page 6,77,6,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z1s49bzh,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49bzh,1945,1945-09-03 (año 02 | no. 09)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_007.tif,Page,Page 7,78,7,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z1nc8m76,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc8m76,1945,1945-09-03 (año 02 | no. 09)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_008.tif,Page,Page 8,79,8,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z1hq6jwb,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq6jwb,1945,1945-09-03 (año 02 | no. 09)
Masters/othermasters/DEPamerica-deportiva/images/ihc_americadeportiva_19450903_009.tif,Page,Page 9,80,9,ark:/21198/z13j5z8d,ark:/21198/z1fr2fz6,ark:/21198/z1cz5t51,succeeded,open,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cz5t51,1945,1945-09-03 (año 02 | no. 09)
